CATID,RA_OBJ,DEC_OBJ,z_spec,PA_GASKIN,PA_GASKIN_ERR,LAMBDAR_RE,n_src_1p,n_src_2p,n_src_3p,n_src_5p,n_src_10p,n_src_15p,n_clean_1p,n_clean_2p,n_clean_3p,n_clean_5p,n_clean_10p,n_clean_15p
238351,214.08973116,1.59468247,0.05409,3.0,5.6666665,0.28580797,4,53,125,500,2207,5381,4,51,122,491,1996,4568
238350,214.09509666,1.59117526,0.05382,86.0,0.6666667,0.45489037,4,49,127,500,2192,5391,3,47,125,491,1977,4554
238358,214.12842063,1.61888413,0.05385,127.0,0.16666667,0.6083158,8,55,159,527,2215,5464,8,55,156,519,1922,4395
514029,214.13351026,-1.18214626,0.04977,331.0,0.16666667,0.6384015,17,85,179,478,1934,4168,16,83,176,434,1319,3377
238369,214.14246706,1.62815374,0.05593,8.0,0.33333334,0.50695705,7,73,189,555,2252,5464,7,73,186,547,1900,4316
105962,214.14783845,0.88663553,0.02555,38.0,0.16666667,nan,23,65,148,445,1990,4725,0,1,18,113,1392,3680
491960,214.19826727,-1.34911657,0.04927,71.0,0.16666667,0.37766498,1,19,69,307,1846,4452,1,19,69,286,1561,3897
250179,214.20043724,1.98470113,0.05152,181.5,0.5833306,0.14247741,19,77,209,624,2492,5498,19,77,206,616,2296,4375
238406,214.20244045,1.75963445,0.05584,16.5,0.16666667,0.62644106,22,116,263,675,2605,5819,22,111,208,517,1998,4784
485127,214.20891573,-1.87151119,0.08029,210.5,0.33333334,0.4903962,5,36,94,337,1926,3965,0,24,72,300,1637,3262
250183,214.23885064,1.9748295,0.05884,126.0,0.16666667,nan,38,125,231,659,2481,5245,36,123,227,652,2309,4094
238395,214.24318993,1.64043038,0.02506,249.0,0.16666667,0.2883977,8,66,185,651,2418,5549,8,66,185,603,1733,4238
511456,214.25258341,-1.27679157,0.04925,188.0,0.16666667,0.6618685,3,51,133,396,1845,4316,0,4,27,164,1533,3670
227572,214.25273551,1.29564426,0.05633,124.0,0.16666667,0.25839642,24,134,282,643,2393,5800,24,134,281,635,2277,5367
238412,214.25389026,1.66315035,0.05533,252.0,0.16666667,0.31521222,8,77,210,643,2470,5658,8,77,210,595,1755,4302
91924,214.25699075,0.47706888,0.05251,138.5,0.5,0.21895117,5,52,172,539,2202,5183,5,52,170,534,2034,4679
592835,214.25931319,-0.16361749,0.05152,120.0,0.16666667,0.5025121,6,53,127,293,1561,3734,4,42,103,245,1329,3308
238398,214.26069847,1.56737501,0.05674,283.0,9.25,0.24419726,22,92,200,551,2440,5318,18,64,139,384,1861,4255
91926,214.26852429,0.50799683,0.02573,261.5,0.5,0.4434164,20,64,149,523,2191,5170,20,62,146,516,1986,4680
63027,214.26884742,-0.25236454,0.04366,300.5,0.16666667,nan,16,76,166,511,1957,3932,16,75,161,473,1717,3630
592858,214.28213325,-0.01523894,0.05279,327.0,1.8333334,0.4288738,0,24,52,239,1336,3668,0,24,51,171,937,2916
319385,214.29111487,1.9059429,0.05589,293.0,0.16666667,0.43067664,23,127,307,783,2520,5271,23,127,304,772,2134,4098
250192,214.30230451,1.9919127,0.05597,263.5,0.16666667,nan,23,96,225,622,2444,4860,23,96,221,612,2150,3734
238453,214.30321406,1.71399133,0.05458,20.0,0.33333334,0.15505071,20,79,214,641,2556,5666,1,22,91,374,1844,4385
91961,214.30354659333332,0.5332617933333333,0.07737,258.0,0.16666667,nan,9,65,164,474,2263,5151,8,62,160,468,2080,4736
227611,214.3066034,1.30190539,0.0557,196.5,0.16666667,nan,13,61,167,491,2578,5703,13,61,164,486,2515,5204
227614,214.31263739,1.22936591,0.05437,118.5,0.16666667,0.2711192,11,95,253,648,2531,5329,11,93,247,639,2491,5034
507721,214.31787488,-1.58923728,0.07722,165.0,0.16666667,0.16933131,10,75,223,586,1765,3992,9,74,222,582,1744,3825
227617,214.32397858,1.22152981,0.05426,269.5,0.75,0.24566005,13,93,227,659,2555,5269,13,91,222,646,2507,5000
227607,214.32444086,1.15622892,0.05356,283.0,0.16666667,nan,9,74,200,582,2422,5215,9,72,196,570,2275,4896
319393,214.32445641,1.9200146,0.05532,236.5,0.16666667,0.60100204,30,150,329,776,2266,5138,30,150,326,748,1914,4004
227618,214.33315346,1.17350798,0.05444,97.0,0.16666667,0.44302857,3,85,206,587,2509,5191,3,83,203,576,2377,4929
618108,214.33452106,0.4034267,0.04806,322.5,0.5833333,0.3568912,22,88,201,525,2218,5063,22,87,194,494,2146,4784
592863,214.33856074,-0.16909769,0.04362,57.5,0.5833333,nan,11,69,128,348,1534,3792,0,0,0,152,1303,3333
319395,214.34003447,1.82118909,0.05416,104.0,0.33333334,0.18432829,20,102,218,650,2520,5404,16,59,124,354,1917,4334
91959,214.34320724,0.47268116,0.05039,148.0,0.5,nan,22,75,187,500,2236,5139,22,75,186,489,2171,4832
238458,214.34860454,1.64469621,0.07753,208.0,0.16666667,0.09276382,9,88,235,679,2640,5488,9,86,209,503,1941,4320
319397,214.35212616,1.9621318,0.05257,303.0,0.16666667,0.33280575,12,107,233,599,2071,4939,12,106,232,592,1846,3836
250243,214.36319761,1.98847815,0.05447,247.0,0.16666667,0.20523974,11,44,114,459,2068,4831,11,44,113,458,1824,3743
91963,214.36652643,0.48277548,0.04999,122.5,0.16666667,0.4311609,18,81,198,527,2219,5223,18,81,197,517,2156,4949
618100,214.37772185,0.35053146,0.05353,264.5,0.16666667,0.08978127,6,77,183,575,2155,4818,4,52,158,540,2018,4455
15165,214.38117277,0.77164277,0.07753,148.5,0.33333334,nan,4,74,212,603,2411,4894,4,72,210,598,2369,4581
319400,214.39161251,1.9369163,0.04992,350.0,0.16666667,nan,25,121,279,602,2035,4985,25,121,270,512,1653,4045
319381,214.39169666,1.81253676,0.02481,119.0,0.16666667,0.7370592,0,40,162,548,2400,5337,0,0,19,184,1713,4405
77710,214.39621924,0.1590901,0.05436,9.5,0.16666667,0.32433358,9,45,114,420,1838,4129,0,0,21,193,1352,3516
319402,214.40123487,1.76816809,0.05165,201.5,7.4999976,0.07764711,24,95,203,573,2364,5365,11,37,75,234,1701,4363
618116,214.40554601,0.32909915,0.05112,95.0,0.16666667,0.4816098,19,87,189,593,2133,4674,19,85,181,561,1982,4277
106016,214.41821353,0.92016229,0.05351,41.5,0.16666667,0.16550551,42,143,281,678,2106,4686,41,140,273,660,1934,4275
250277,214.43384317,1.98130786,0.05811,134.0,0.16666667,nan,17,79,194,426,1896,4816,17,79,193,403,1638,3906
91989,214.45214764,0.51094782,0.05328,223.5,0.16666667,nan,16,83,213,573,2381,5047,16,82,205,558,2330,4940
91988,214.45774912,0.51093625,0.05212,32.0,0.5,0.07774762,12,84,209,583,2397,5035,12,83,200,568,2348,4928
618142,214.45978462,0.32792869,0.05019,309.5,0.16666667,0.07163977,24,102,227,577,2162,4750,22,99,224,568,2022,4418
618143,214.46360194,0.31950998,0.05264,84.0,0.16666667,0.31493407,18,103,225,561,2147,4790,16,101,222,551,1999,4429
618144,214.46514624,0.2333641,0.0533,2.0,0.5833333,0.26523137,16,76,172,445,1940,4556,16,72,145,386,1701,4035
238496,214.47222209,1.63964903,0.05456,253.5,1.4166666,0.60607207,39,127,268,698,2449,4828,39,125,264,686,2103,3838
91996,214.47573372,0.46141521,0.05455,90.5,1.5833334,0.059577767,29,102,216,585,2352,4995,29,98,212,573,2299,4882
319452,214.48251755,1.8694504,0.054,354.5,0.16666667,0.3615529,0,20,54,376,2125,4829,0,0,0,177,1694,4091
238500,214.4985581,1.70716045,0.0541,180.5,0.16666667,nan,35,106,245,637,2163,4748,32,102,240,626,1823,3819
319453,214.49993446,1.90634515,0.05307,124.0,0.16666667,nan,10,36,112,410,1956,4793,0,9,61,302,1610,4106
91999,214.50905483444444,0.48422999666666666,0.05281,100.0,3.9166667,nan,27,79,192,545,2359,4911,27,79,189,532,2318,4813
297053,214.51297981,1.47079405,0.05489,279.0,0.5,0.41451257,13,72,176,512,2603,5212,13,71,170,481,2504,4830
106065,214.51342483,0.97595195,0.02545,310.5,0.41666666,nan,3,54,127,452,2062,4820,3,52,124,436,1876,4493
618151,214.51701336,0.27382789,0.05033,125.5,0.41666666,0.15172671,12,62,162,498,2058,4704,12,62,162,492,1941,4360
618152,214.52287281,0.22739177,0.05344,93.0,0.5,nan,19,76,155,465,1976,4559,18,75,152,447,1798,4152
227673,214.53595252,1.22411658,0.02572,321.0,0.33333334,nan,3,65,190,520,2165,4889,3,62,181,502,2123,4638
106042,214.56213817,0.89109004,0.02597,273.5,0.16666667,0.7168524,0,10,65,363,2224,4901,0,10,64,360,2149,4615
106047,214.56970139,0.98625433,0.05336,205.0,0.16666667,nan,30,77,160,402,2045,4776,30,77,159,395,1844,4466
106049,214.59012585,0.94959438,0.02614,219.0,0.16666667,nan,30,77,146,359,2134,4859,30,77,145,347,1989,4559
15218,214.59860441,0.7321288,0.02566,143.0,0.25,nan,29,123,259,558,1970,4545,29,121,257,555,1953,4490
15220,214.61653294,0.75008408,0.02547,302.0,0.5833333,nan,34,114,243,530,1905,4464,33,112,241,528,1888,4391
77754,214.64774986,0.15771696,0.05311,158.5,0.16666667,0.588702,22,88,192,499,1977,4207,22,88,190,490,1880,3584
319499,214.72696395,1.87371191,0.02509,246.5,0.16666667,nan,4,67,167,568,2224,4893,4,64,162,554,2191,4694
618220,214.73902522,0.36560737,0.05331,279.5,0.16666667,0.39005682,21,92,236,608,2070,4186,21,91,234,585,1990,3786
250466,214.76664269,1.99121438,0.05417,139.5,0.16666667,0.5383151,28,98,216,637,2475,5156,28,98,215,626,2401,5014
250473,214.82782609,1.97215985,0.08459,137.5,0.16666667,0.3687758,6,75,196,569,2413,5135,6,75,189,543,2320,4976
63210,215.01945868,-0.31480316,0.05142,9.5,0.16666667,0.44604373,37,111,217,600,2086,5001,36,107,198,504,1876,4333
592999,215.06155881,-0.07937635,0.05278,310.5,0.16666667,0.54004747,21,96,214,544,1673,3457,21,95,213,537,1615,3199
77845,215.19415642,0.0828774,0.05454,82.0,0.16666667,nan,0,8,48,184,1430,3794,0,1,34,153,1363,3469
63276,215.29853977,-0.37269961,0.0532,313.0,1.1666666,0.44501767,13,60,178,576,2190,4769,13,60,147,394,1682,4026
227905,215.31936155,1.20743873,0.05481,213.5,0.16666667,0.31262285,22,79,168,448,1979,5052,22,63,117,280,1449,4334
63302,215.37927941,-0.21312303,0.05209,354.5,0.16666667,0.52877235,6,79,190,543,1683,3991,6,68,151,426,1306,3304
63305,215.42310838,-0.33770681,0.0519,184.0,0.25,0.3694948,12,53,156,569,1839,4236,0,17,63,370,1490,3470
568549,215.4804151,-0.55657928,0.05277,23.0,0.16666667,0.66994894,9,87,245,663,2423,4877,9,84,237,653,2351,4435
48016,215.48582778,-0.70085917,0.05067,18.5,0.33333334,0.5544437,26,88,196,600,2226,4673,26,88,195,595,2182,4579
227961,215.49730676,1.15991779,0.05484,61.5,0.16666667,0.6473735,23,92,194,505,2194,5197,19,75,170,439,2032,4428
106331,215.5132047,0.86205313,0.03599,339.0,0.16666667,0.49017096,11,69,157,454,2005,4519,11,68,146,398,1726,4121
593117,215.54899169,-0.13128474,0.054,77.0,0.16666667,0.62959296,32,119,236,522,2070,4778,32,116,231,500,1812,4189
227970,215.60459273,1.19760322,0.05412,25.5,0.16666667,0.45539954,18,85,228,595,2403,5155,18,83,226,550,2211,4516
77967,215.61509409666667,0.05905104,0.03169,175.5,0.16666667,nan,23,101,234,678,2655,5708,22,98,227,662,2508,5207
48049,215.6319114,-0.65529765,0.05514,223.0,0.5,0.3684853,0,7,51,285,2154,5368,0,6,49,272,2062,5222
106343,215.63340032,0.84557671,0.04007,291.5,0.33333334,nan,34,93,208,544,1855,4213,26,56,135,375,1451,3618
63389,215.75063207,-0.25453806,0.05489,314.5,0.16666667,0.5631472,26,102,228,595,2209,5253,22,96,222,580,2161,5146
15481,215.75408194,0.79435287,0.05407,69.5,0.16666667,0.071238264,7,60,154,436,1701,3946,4,42,103,276,1238,3228
238922,215.7872446,1.67158066,0.02618,46.0,0.16666667,0.32164177,9,80,155,281,1274,3426,0,0,10,91,1016,2897
106376,215.81120597,0.97833926,0.0401,289.5,0.16666667,0.29712158,22,86,163,513,2089,4531,22,86,163,504,2048,4229
228066,215.86741742,1.10209118,0.03968,269.0,0.16666667,0.40295503,38,120,254,667,2103,4578,36,116,242,642,2045,4457
106389,215.90105241,1.00760341,0.04009,243.0,0.16666667,0.610917,23,101,222,519,2033,4658,21,98,219,513,1983,4503
37050,215.90250973,-1.06030399,0.03103,93.5,0.16666667,nan,17,70,166,481,2002,4816,17,70,160,447,1915,4680
511789,215.9924649,-1.12841864,0.03437,292.0,0.25,nan,19,67,164,445,1556,4318,19,66,162,440,1521,4191
508138,216.07367614,-1.58419191,0.05612,40.0,0.16666667,0.43469423,18,77,192,488,1622,3805,18,76,190,479,1376,2869
508132,216.07692905,-1.60997944,0.09106,108.0,0.16666667,0.092589945,27,87,191,494,1549,3752,27,86,188,488,1321,2914
228086,216.08083664,1.12442128,0.03871,177.0,0.16666667,nan,31,106,203,505,2349,5323,31,101,191,486,1942,4540
485504,216.10103095,-1.76490306,0.05613,207.0,0.16666667,0.5565319,3,52,127,388,1424,3263,3,52,115,347,1289,2902
508144,216.12632633,-1.62839152,0.05701,240.0,5.3333335,0.048563913,19,72,167,397,1579,3804,19,72,165,391,1431,2867
228104,216.131261,1.18759148,0.03912,96.5,1.8333334,nan,0,12,70,375,2502,5665,0,5,31,224,1976,4683
228105,216.13822121,1.17731892,0.03881,15.0,0.41666666,0.19562829,0,0,37,355,2489,5685,0,0,19,246,1952,4707
508180,216.1556435,-1.63892988,0.05554,243.5,0.16666667,0.20683146,4,45,106,296,1599,3799,4,45,105,289,1470,2939
297557,216.16947533,1.50944992,0.02611,198.5,0.16666667,nan,1,20,86,373,2058,4940,1,19,85,360,1606,3851
508184,216.18100643,-1.57032579,0.05715,38.0,0.25,0.40106124,5,47,110,348,1728,4236,5,47,110,318,1285,3203
485529,216.24764829,-1.86856097,0.03018,115.5,14.833332,nan,22,74,170,418,1602,3714,22,72,167,380,1450,3480
511863,216.28745658,-1.1134688,0.0088,245.0,0.5833333,nan,17,95,206,565,1944,4107,17,95,204,555,1869,3912
511864,216.30761024,-1.09945922,0.05557,324.5,5.0,nan,35,105,215,591,1834,4082,35,104,211,581,1746,3894
37064,216.37267307,-1.06617408,0.05524,308.0,0.16666667,0.51894873,24,90,195,465,1555,3947,24,90,181,421,1420,3687
511867,216.38846073,-1.11394391,0.05523,40.0,0.16666667,0.63353604,13,77,152,368,1559,3934,13,74,145,342,1420,3738
492384,216.3946087,-1.37611813,0.05543,138.0,0.16666667,0.57157195,26,95,215,549,2269,5279,25,87,206,515,1862,4333
106507,216.40845775,1.01267038,0.05474,26.5,0.16666667,0.6431318,9,58,132,394,1926,4394,9,58,131,385,1705,3786
239092,216.40870223,1.60042781,0.03861,278.5,1.1666666,0.38165593,1,58,152,462,2071,4860,1,57,151,453,1939,4511
492411,216.47950699,-1.47142353,0.05563,82.5,0.6666667,0.10450015,30,110,235,635,2597,5210,29,105,227,614,2275,4264
492414,216.50319504,-1.41179581,0.05494,61.5,0.16666667,nan,21,97,239,674,2551,4987,19,85,225,649,2367,4174
508268,216.52017589,-1.53893514,0.05484,36.0,0.41666666,0.21999015,10,87,218,667,2584,5125,10,86,213,597,2204,4287
511890,216.53658941,-1.20229668,0.05549,226.0,0.5,0.35561743,6,48,117,370,1569,3807,6,46,114,357,1504,3511
239109,216.54178891,1.60488788,0.08535,67.5,0.16666667,0.6053502,27,101,235,605,1947,4481,26,98,223,564,1776,4211
106549,216.55409249,0.8605753,0.03186,244.0,1.9166666,0.21197236,23,55,105,295,1504,4572,0,11,44,206,1150,4084
511892,216.55726194,-1.19000252,0.05525,299.0,0.41666666,0.3048587,1,49,138,384,1513,3648,1,49,133,369,1451,3323
297633,216.56453227,1.49149243,0.05503,173.5,0.16666667,0.6062262,24,59,144,415,2153,5236,23,58,140,365,1971,4935
508312,216.59876743,-1.59373578,0.05572,145.5,0.16666667,0.33429518,33,102,202,582,2452,4727,20,56,118,353,2037,4127
568817,216.61774609,-0.57027151,0.0732,94.5,0.16666667,0.19065183,8,81,224,580,2073,5048,7,80,220,524,1687,4449
508315,216.63217869,-1.69090653,0.08205,337.0,0.16666667,0.2285739,20,84,205,491,1890,4336,19,82,194,437,1503,3587
78355,216.65211529,0.04193028,0.05525,348.0,0.16666667,nan,10,97,238,664,2574,5426,9,65,147,397,2125,4551
511921,216.67459892,-1.14927299,0.03066,336.0,0.41666666,nan,24,80,170,355,1380,3740,24,79,168,350,1312,3363
239172,216.68225,1.62607325,0.02896,11.5,0.5833333,nan,31,101,212,445,1790,4905,30,93,189,402,1667,4659
511923,216.69280419,-1.11888369,0.03518,142.5,0.16666667,nan,10,41,103,288,1433,3889,10,40,102,285,1393,3553
106616,216.72112294,0.96286046,0.02618,265.5,0.16666667,0.5691636,18,90,240,704,2313,5094,18,89,239,598,2057,4419
297667,216.7624932,1.36271545,0.05585,202.5,0.16666667,nan,18,114,273,763,2803,5364,18,112,268,747,2661,4876
485646,216.76992629,-1.72965526,0.00591,1.0,0.16666667,nan,0,5,39,257,1629,3875,0,5,39,233,1171,3064
106634,216.81290592,0.93106037,0.05229,279.5,0.16666667,0.4698946,40,136,293,688,2712,5674,40,134,286,672,2465,5038
593526,216.81878226,-0.09007587,0.03057,135.5,0.25,nan,37,134,296,716,2536,5721,0,32,107,321,1741,4347
228278,216.82265646,1.09652228,0.0266,203.0,0.25,nan,0,42,114,359,1965,5041,0,37,105,300,1665,4298
508351,216.82862746,-1.67845196,0.0538,2.0,0.16666667,0.29629016,14,49,95,288,1438,3739,1,17,45,137,1120,3059
508352,216.83235777,-1.67321129,0.05362,89.0,0.16666667,0.6669869,11,50,96,302,1402,3758,1,14,43,141,1108,3086
106638,216.83485001,1.02586407,0.02569,182.0,0.9999981,0.3612569,0,0,52,385,2151,5344,0,0,51,371,1865,4624
297694,216.86676427,1.33773112,0.02488,290.5,13.666664,nan,16,85,208,522,2265,5334,15,84,203,508,1935,4635
320068,216.87191265,1.85174575,0.02946,123.0,0.16666667,nan,29,136,248,670,2097,4688,28,127,238,655,1951,4431
28860,216.87355024,1.05584586,0.02577,260.0,0.16666667,nan,7,71,131,401,2106,5080,7,70,130,384,1698,4179
544749,216.88131895,-0.92242981,0.03035,264.5,0.16666667,0.3935428,4,45,126,500,2338,5119,3,34,102,407,1917,4182
63777,216.88216861,-0.29013127,0.05372,89.5,0.16666667,0.40744564,12,81,208,644,2502,5938,12,77,202,628,2092,4600
63779,216.89578889,-0.27756493,0.05292,122.0,0.16666667,0.5699078,20,75,195,616,2493,5881,18,72,187,595,2051,4517
63780,216.89610735,-0.40702228,0.05281,138.5,1.25,0.2554431,31,101,221,610,2485,5330,31,101,213,586,2238,4791
492486,216.89883491,-1.37261003,0.05541,122.0,0.16666667,nan,18,81,177,614,2094,4217,17,78,167,582,1837,3814
508416,216.93188589,-1.58702011,0.02398,220.0,0.16666667,0.56332016,0,3,29,217,1786,4002,0,3,29,186,1565,3638
297705,216.9575121,1.4699378,0.02379,250.5,0.9166667,nan,18,104,229,647,2388,5111,18,101,223,577,2081,4654
485688,216.9634062,-1.74523516,0.05303,342.0,0.75,0.6377165,4,31,77,302,1458,3560,4,31,76,237,1177,3067
15847,216.96619195,0.75425347,0.05706,160.0,0.16666667,nan,29,112,227,653,2924,6258,28,109,220,627,2828,5831
92592,216.9740069,0.56960364,0.08531,123.0,0.41666666,0.1006123,4,77,232,700,2718,6000,4,76,221,684,2635,5845
544812,216.98074288,-1.00818025,0.0295,10.5,0.16666667,nan,9,46,189,605,2484,5232,0,20,110,382,1870,4354
78406,216.9871444,0.02258596,0.02382,210.5,2.0833333,nan,33,88,182,455,2164,5120,33,88,180,447,1944,4348
508421,216.98916253,-1.63118396,0.05534,190.5,0.16666667,0.53852046,26,75,177,464,1640,3913,25,74,175,456,1426,3429
239249,217.01837565,1.63906305,0.02901,125.0,0.25,nan,7,71,213,570,2199,4825,7,68,210,558,1935,4269
106717,217.01888659,1.00630549,0.02564,288.5,0.16666667,0.6350769,5,66,183,569,2341,4877,0,5,84,422,1767,3611
485690,217.0190744,-1.83175578,0.05425,79.5,0.16666667,0.5230031,1,21,64,286,1623,3858,1,21,63,279,1523,3394
320124,217.03608108,1.82378051,0.0061,129.5,0.16666667,nan,5,94,219,622,2214,5089,5,89,207,602,2094,4595
508414,217.04101798,-1.67284665,0.03045,198.0,0.16666667,nan,21,96,205,560,1780,3835,20,95,202,550,1627,3247
508412,217.04177091,-1.67681593,0.03049,210.0,0.16666667,nan,19,101,215,553,1787,3842,18,100,211,542,1632,3262
504713,217.04186552,-1.94160551,0.05383,297.0,0.16666667,0.6594674,23,81,166,438,1729,3833,23,81,165,424,1694,3606
48432,217.04387462,-0.68460688,0.05518,112.0,0.33333334,0.6698236,10,43,129,394,2081,4930,0,4,55,207,1719,4286
504730,217.06490912,-1.98251925,0.05451,235.5,0.33333334,0.45764303,0,46,135,432,1797,3774,0,45,133,426,1761,3652
78425,217.06864514,0.00231127,0.05304,16.0,0.16666667,nan,32,105,187,602,2235,5089,32,101,180,592,2112,4145
228349,217.07668061,1.12956917,0.055,119.5,0.16666667,0.39818522,25,125,251,605,2331,4766,16,38,74,266,1693,3475
92676,217.15651731,0.55280067,0.00527,69.0,0.16666667,nan,20,93,210,614,2615,5769,20,93,210,605,2557,5543
695871,217.15766534,0.55305834,0.00527,62.5,0.16666667,nan,20,96,214,610,2610,5771,20,96,214,600,2554,5544
48470,217.16033334,-0.8306571,0.07956,63.0,0.16666667,0.18561323,23,117,232,610,2393,4988,23,117,230,597,2300,4416
508480,217.18223873,-1.6584437,0.03585,142.0,0.16666667,0.423116,32,104,239,568,2026,4356,31,102,236,512,1626,3776
15898,217.1874078,0.7114845,0.05679,142.5,0.16666667,0.73029965,12,86,232,670,2517,5397,12,83,225,656,2382,4864
508481,217.19132189,-1.58182167,0.05579,274.0,0.16666667,0.39868024,26,102,201,540,2171,4515,20,62,121,312,1684,3941
239292,217.19993103,1.69292605,0.04823,248.0,0.25,0.4106645,21,72,141,361,1987,4602,0,16,50,196,1580,4125
718921,217.2773885,1.28502947,0.08647,137.0,1.3333334,nan,2,73,175,570,2430,5264,0,0,18,297,2104,4464
63855,217.29079067,-0.351682,0.03501,328.5,0.6666667,nan,2,26,66,261,1765,4729,1,24,60,204,1466,3998
106810,217.30229529,0.85043713,0.05436,154.0,0.16666667,0.5606359,17,90,201,519,1711,3894,15,85,191,439,1207,3191
228428,217.30669011,1.07186204,0.03691,58.0,0.16666667,nan,19,69,181,480,2173,4740,11,55,155,421,1772,3606
48506,217.3447785,-0.82803119,0.04851,356.5,0.16666667,0.558263,0,26,106,384,2021,4492,0,26,102,372,1978,4372
618904,217.35135627,0.25382046,0.0553,113.0,0.16666667,nan,0,5,16,167,1420,3707,0,5,16,127,1145,3254
618906,217.35941965,0.39756421,0.0565,118.0,0.16666667,0.52485704,22,88,195,531,1760,4168,22,87,190,513,1617,3704
593642,217.36247155,-0.20891587,0.03525,153.5,0.6666667,nan,27,104,219,558,2013,4438,27,104,217,551,1724,3715
544853,217.37900056,-0.88385093,0.03456,146.0,0.5833333,nan,0,4,70,329,1890,4404,0,4,69,322,1852,4127
228432,217.38574581,1.11738209,0.02975,230.0,0.16666667,nan,19,144,316,763,2418,4831,19,143,309,743,2259,4071
92739,217.38595772,0.49380755,0.05556,284.5,0.75,0.46549815,15,51,141,486,2137,4347,15,50,130,462,2020,3921
228433,217.38888972,1.10444656,0.02997,118.0,0.16666667,nan,24,129,301,730,2359,4795,24,128,293,706,2225,4036
593645,217.39416377,-0.01822877,0.00516,254.5,0.25,nan,0,12,88,455,1855,4424,0,12,86,426,1698,4022
618912,217.40256029,0.33493844,0.05578,34.5,0.16666667,0.19513188,22,63,110,280,1428,3896,21,59,106,269,1296,3484
618930,217.41311753,0.37773579,0.05563,145.0,0.16666667,nan,2,48,155,440,1506,4027,2,46,153,428,1420,3532
618929,217.41929641,0.36639871,0.05576,165.0,9.833333,0.12069535,2,43,154,399,1438,4027,2,41,149,390,1366,3546
618931,217.42431079,0.36902069,0.05376,130.0,0.16666667,nan,2,46,150,411,1430,4029,2,44,145,402,1373,3538
618937,217.43699711,0.23373281,0.05547,300.0,0.16666667,nan,0,0,5,139,1233,3374,0,0,5,137,1167,2996
618938,217.43825051,0.25304866,0.05636,218.0,0.33333334,0.32109785,0,0,0,122,1282,3450,0,0,0,115,1210,3098
593680,217.44190016,-0.15238661,0.03,122.5,0.16666667,0.7628982,15,90,223,595,2154,4443,15,87,218,585,2112,3952
618941,217.44293711,0.30191457,0.05485,151.5,0.16666667,0.38235226,4,36,67,167,1286,3661,4,32,62,159,1222,3266
92773,217.44493793,0.42414861,0.05428,217.0,0.16666667,0.16042034,6,76,197,476,1758,3859,6,73,189,465,1607,3440
508568,217.44603062,-1.57580049,0.05689,110.0,0.16666667,0.39954472,24,71,177,522,2075,4132,24,71,174,488,1592,3282
593682,217.44974061,-0.2074116,0.03029,139.0,0.16666667,nan,24,97,221,589,2253,4519,23,94,216,575,2113,4033
618942,217.45103002,0.28289426,0.05578,200.0,0.16666667,0.27870166,0,4,35,150,1259,3564,0,4,31,142,1214,3195
16022,217.45754642,0.66485519,0.05368,303.0,0.16666667,0.05999869,15,56,126,387,1761,4141,10,47,102,331,1560,3729
618947,217.46263822,0.34892349,0.05592,161.5,3.9999974,0.18452618,15,64,127,328,1277,3896,15,61,121,318,1232,3459
485823,217.47288003,-1.80570366,0.02495,35.0,1.0833334,nan,15,59,134,389,1760,3811,15,59,132,380,1641,3427
48548,217.48766749,-0.74742253,0.08281,32.0,0.6666667,0.17017844,7,50,140,447,1900,4642,6,48,137,439,1814,4379
78523,217.50188872,0.2072006,0.05602,164.0,0.25,0.5494569,20,61,135,342,1286,3330,19,60,134,334,1252,3157
106839,217.50239169,1.04608713,0.02974,228.5,0.16666667,0.39680785,16,90,182,557,2036,4541,15,89,181,545,1956,4298
504879,217.50671387,-1.90315448,0.05418,68.5,0.33333334,0.14541689,25,82,180,505,1713,3745,24,80,177,495,1586,3454
239376,217.52015311,1.53684563,0.02714,178.0,0.16666667,nan,15,94,228,573,1984,4073,15,94,225,545,1791,3783
16026,217.53450615,0.70349884,0.05379,165.5,0.16666667,0.350902,24,107,182,382,1623,4161,24,104,170,331,1460,3628
320254,217.53494167,1.6896012,0.03396,237.5,0.5833333,nan,28,76,157,430,1684,4027,26,74,130,349,1496,3705
618935,217.55201758,0.33357014,0.03446,297.5,0.16666667,0.1858996,3,36,103,305,1520,3763,3,36,103,301,1449,3283
618952,217.55209582,0.23411258,0.05452,141.0,0.16666667,0.49254453,5,43,113,354,1425,3554,5,43,113,351,1391,3330
92770,217.56241698,0.62137578,0.02625,192.0,0.16666667,0.14696565,11,58,151,386,1689,4245,11,57,144,301,1362,3670
504882,217.56358824,-1.93227113,0.05405,348.0,0.16666667,0.5564013,29,88,185,416,1722,3712,29,86,183,390,1589,3380
508593,217.56786242,-1.59370268,0.05647,338.0,0.16666667,0.17650701,28,83,168,498,2000,4222,5,30,52,219,1524,3664
485833,217.56866771,-1.7569931,0.05591,238.0,0.5,0.2863351,13,69,146,410,1831,3999,12,65,141,376,1629,3555
485834,217.57878874,-1.7877005,0.05621,44.5,0.16666667,0.6910797,18,61,154,404,1778,3965,17,59,146,391,1648,3555
78530,217.58210206,0.1191366,0.05627,41.0,6.5,0.25922555,9,63,159,456,1772,3934,9,62,157,450,1716,3811
504877,217.58444442,-1.97651594,0.05461,127.0,0.5833333,0.31798333,0,7,87,366,1749,3608,0,7,84,319,1592,3210
