release,tile_file,ra_centre,dec_centre,patch,url
DR4.0,KiDS_DR4.0_20.0_-32.1_ugriZYJHKs_cat.fits,20.0,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_20.0_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_200.6_-2.5_ugriZYJHKs_cat.fits,200.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_200.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_200.6_2.5_ugriZYJHKs_cat.fits,200.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_200.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_201.0_-0.5_ugriZYJHKs_cat.fits,201.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_201.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_201.0_0.5_ugriZYJHKs_cat.fits,201.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_201.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_201.0_1.5_ugriZYJHKs_cat.fits,201.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_201.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_201.6_-2.5_ugriZYJHKs_cat.fits,201.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_201.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_201.6_2.5_ugriZYJHKs_cat.fits,201.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_201.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_202.0_-0.5_ugriZYJHKs_cat.fits,202.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_202.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_202.0_1.5_ugriZYJHKs_cat.fits,202.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_202.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_20.2_-33.1_ugriZYJHKs_cat.fits,20.2,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_20.2_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_202.6_-2.5_ugriZYJHKs_cat.fits,202.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_202.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_202.6_2.5_ugriZYJHKs_cat.fits,202.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_202.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_203.0_-0.5_ugriZYJHKs_cat.fits,203.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_203.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_203.0_0.5_ugriZYJHKs_cat.fits,203.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_203.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_203.0_1.5_ugriZYJHKs_cat.fits,203.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_203.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_20.3_-28.2_ugriZYJHKs_cat.fits,20.3,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_20.3_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_203.6_2.5_ugriZYJHKs_cat.fits,203.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_203.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_204.0_-0.5_ugriZYJHKs_cat.fits,204.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_204.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_204.0_0.5_ugriZYJHKs_cat.fits,204.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_204.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_204.0_-1.5_ugriZYJHKs_cat.fits,204.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_204.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_204.0_1.5_ugriZYJHKs_cat.fits,204.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_204.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_20.4_-34.1_ugriZYJHKs_cat.fits,20.4,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_20.4_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_204.6_-2.5_ugriZYJHKs_cat.fits,204.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_204.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_205.0_-0.5_ugriZYJHKs_cat.fits,205.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_205.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_205.0_-1.5_ugriZYJHKs_cat.fits,205.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_205.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_205.0_1.5_ugriZYJHKs_cat.fits,205.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_205.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_20.5_-29.2_ugriZYJHKs_cat.fits,20.5,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_20.5_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_205.6_2.5_ugriZYJHKs_cat.fits,205.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_205.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_206.0_-0.5_ugriZYJHKs_cat.fits,206.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_206.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_206.0_0.5_ugriZYJHKs_cat.fits,206.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_206.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_206.0_-1.5_ugriZYJHKs_cat.fits,206.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_206.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_206.0_1.5_ugriZYJHKs_cat.fits,206.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_206.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_206.6_-2.5_ugriZYJHKs_cat.fits,206.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_206.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_207.0_-0.5_ugriZYJHKs_cat.fits,207.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_207.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_207.0_0.5_ugriZYJHKs_cat.fits,207.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_207.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_207.0_-1.5_ugriZYJHKs_cat.fits,207.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_207.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_207.0_1.5_ugriZYJHKs_cat.fits,207.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_207.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_20.7_-30.2_ugriZYJHKs_cat.fits,20.7,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_20.7_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_208.0_-0.5_ugriZYJHKs_cat.fits,208.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_208.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_208.0_0.5_ugriZYJHKs_cat.fits,208.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_208.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_208.0_-1.5_ugriZYJHKs_cat.fits,208.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_208.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_208.0_1.5_ugriZYJHKs_cat.fits,208.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_208.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_209.0_-0.5_ugriZYJHKs_cat.fits,209.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_209.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_209.0_0.5_ugriZYJHKs_cat.fits,209.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_209.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_209.0_-1.5_ugriZYJHKs_cat.fits,209.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_209.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_209.0_1.5_ugriZYJHKs_cat.fits,209.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_209.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_209.6_2.5_ugriZYJHKs_cat.fits,209.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_209.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_210.0_0.5_ugriZYJHKs_cat.fits,210.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_210.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_210.0_-1.5_ugriZYJHKs_cat.fits,210.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_210.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_210.0_1.5_ugriZYJHKs_cat.fits,210.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_210.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.0_-31.2_ugriZYJHKs_cat.fits,21.0,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.0_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_210.6_-2.5_ugriZYJHKs_cat.fits,210.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_210.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_210.6_2.5_ugriZYJHKs_cat.fits,210.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_210.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_211.0_-0.5_ugriZYJHKs_cat.fits,211.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_211.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_211.0_0.5_ugriZYJHKs_cat.fits,211.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_211.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_211.0_-1.5_ugriZYJHKs_cat.fits,211.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_211.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_211.0_1.5_ugriZYJHKs_cat.fits,211.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_211.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_211.6_-2.5_ugriZYJHKs_cat.fits,211.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_211.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_211.6_2.5_ugriZYJHKs_cat.fits,211.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_211.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_212.0_-0.5_ugriZYJHKs_cat.fits,212.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_212.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_212.0_0.5_ugriZYJHKs_cat.fits,212.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_212.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_212.0_-1.5_ugriZYJHKs_cat.fits,212.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_212.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_212.0_1.5_ugriZYJHKs_cat.fits,212.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_212.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.2_-32.1_ugriZYJHKs_cat.fits,21.2,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.2_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_212.6_-2.5_ugriZYJHKs_cat.fits,212.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_212.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_212.6_2.5_ugriZYJHKs_cat.fits,212.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_212.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_213.0_-0.5_ugriZYJHKs_cat.fits,213.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_213.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_213.0_0.5_ugriZYJHKs_cat.fits,213.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_213.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_213.0_-1.5_ugriZYJHKs_cat.fits,213.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_213.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_213.0_1.5_ugriZYJHKs_cat.fits,213.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_213.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_213.6_-2.5_ugriZYJHKs_cat.fits,213.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_213.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_213.6_2.5_ugriZYJHKs_cat.fits,213.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_213.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_214.0_-0.5_ugriZYJHKs_cat.fits,214.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_214.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_214.0_0.5_ugriZYJHKs_cat.fits,214.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_214.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_214.0_-1.5_ugriZYJHKs_cat.fits,214.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_214.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_214.0_1.5_ugriZYJHKs_cat.fits,214.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_214.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.4_-28.2_ugriZYJHKs_cat.fits,21.4,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.4_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.4_-33.1_ugriZYJHKs_cat.fits,21.4,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.4_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_214.6_-2.5_ugriZYJHKs_cat.fits,214.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_214.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_214.6_2.5_ugriZYJHKs_cat.fits,214.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_214.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_215.0_-0.5_ugriZYJHKs_cat.fits,215.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_215.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_215.0_0.5_ugriZYJHKs_cat.fits,215.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_215.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_215.0_-1.5_ugriZYJHKs_cat.fits,215.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_215.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_215.0_1.5_ugriZYJHKs_cat.fits,215.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_215.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_215.6_-2.5_ugriZYJHKs_cat.fits,215.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_215.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_215.6_2.5_ugriZYJHKs_cat.fits,215.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_215.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_216.0_-0.5_ugriZYJHKs_cat.fits,216.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_216.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_216.0_0.5_ugriZYJHKs_cat.fits,216.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_216.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_216.0_-1.5_ugriZYJHKs_cat.fits,216.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_216.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_216.0_1.5_ugriZYJHKs_cat.fits,216.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_216.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.6_-29.2_ugriZYJHKs_cat.fits,21.6,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.6_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.6_-34.1_ugriZYJHKs_cat.fits,21.6,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.6_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_216.6_-2.5_ugriZYJHKs_cat.fits,216.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_216.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_216.6_2.5_ugriZYJHKs_cat.fits,216.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_216.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_217.0_-0.5_ugriZYJHKs_cat.fits,217.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_217.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_217.0_0.5_ugriZYJHKs_cat.fits,217.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_217.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_217.0_-1.5_ugriZYJHKs_cat.fits,217.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_217.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_217.0_1.5_ugriZYJHKs_cat.fits,217.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_217.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_217.6_-2.5_ugriZYJHKs_cat.fits,217.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_217.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_217.6_2.5_ugriZYJHKs_cat.fits,217.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_217.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_218.0_-0.5_ugriZYJHKs_cat.fits,218.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_218.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_218.0_0.5_ugriZYJHKs_cat.fits,218.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_218.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_218.0_-1.5_ugriZYJHKs_cat.fits,218.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_218.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_218.0_1.5_ugriZYJHKs_cat.fits,218.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_218.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_218.6_-2.5_ugriZYJHKs_cat.fits,218.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_218.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_218.6_2.5_ugriZYJHKs_cat.fits,218.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_218.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_219.0_-0.5_ugriZYJHKs_cat.fits,219.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_219.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_219.0_0.5_ugriZYJHKs_cat.fits,219.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_219.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_219.0_-1.5_ugriZYJHKs_cat.fits,219.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_219.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_219.0_1.5_ugriZYJHKs_cat.fits,219.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_219.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_21.9_-30.2_ugriZYJHKs_cat.fits,21.9,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_21.9_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_219.6_-2.5_ugriZYJHKs_cat.fits,219.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_219.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_219.6_2.5_ugriZYJHKs_cat.fits,219.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_219.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_220.0_-0.5_ugriZYJHKs_cat.fits,220.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_220.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_220.0_0.5_ugriZYJHKs_cat.fits,220.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_220.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_220.0_-1.5_ugriZYJHKs_cat.fits,220.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_220.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_220.0_1.5_ugriZYJHKs_cat.fits,220.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_220.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_220.6_-2.5_ugriZYJHKs_cat.fits,220.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_220.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_220.6_2.5_ugriZYJHKs_cat.fits,220.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_220.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_220.6_-3.5_ugriZYJHKs_cat.fits,220.6,-3.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_220.6_-3.5_ugriZYJHKs_cat.fits
