brickname,ra,dec,ra1,ra2,dec1,dec2
2171p022,217.125,2.25,217,217.25,2.125,2.375
2171p025,217.125,2.5,217,217.25,2.375,2.625
2171p027,217.125,2.75,217,217.25,2.625,2.875
2171p030,217.125,3,217,217.25,2.875,3.125
2171p032,217.17663421418638,3.25,217.0514603616134,217.30180806675935,3.125,3.375
2171p035,217.17663421418638,3.5,217.0514603616134,217.30180806675935,3.375,3.625
2173m002,217.375,-0.25,217.25,217.5,-0.375,-0.125
2173m005,217.375,-0.5,217.25,217.5,-0.625,-0.375
2173m007,217.375,-0.75,217.25,217.5,-0.875,-0.625
2173m010,217.375,-1,217.25,217.5,-1.125,-0.875
2173m012,217.375,-1.25,217.25,217.5,-1.375,-1.125
2173m015,217.375,-1.5,217.25,217.5,-1.625,-1.375
2173m017,217.375,-1.75,217.25,217.5,-1.875,-1.625
2173m020,217.375,-2,217.25,217.5,-2.125,-1.875
2173m022,217.375,-2.25,217.25,217.5,-2.375,-2.125
2173m025,217.375,-2.5,217.25,217.5,-2.625,-2.375
2173m027,217.375,-2.75,217.25,217.5,-2.875,-2.625
2173m030,217.375,-3,217.25,217.5,-3.125,-2.875
2173p000,217.375,0,217.25,217.5,-0.125,0.125
2173p002,217.375,0.25,217.25,217.5,0.125,0.375
2173p005,217.375,0.5,217.25,217.5,0.375,0.625
2173p007,217.375,0.75,217.25,217.5,0.625,0.875
2173p010,217.375,1,217.25,217.5,0.875,1.125
2173p012,217.375,1.25,217.25,217.5,1.125,1.375
2173p015,217.375,1.5,217.25,217.5,1.375,1.625
2173p017,217.375,1.75,217.25,217.5,1.625,1.875
2173p020,217.375,2,217.25,217.5,1.875,2.125
2173p022,217.375,2.25,217.25,217.5,2.125,2.375
2173p025,217.375,2.5,217.25,217.5,2.375,2.625
2173p027,217.375,2.75,217.25,217.5,2.625,2.875
2173p030,217.375,3,217.25,217.5,2.875,3.125
2174m032,217.4269819193324,-3.25,217.30180806675935,217.5521557719054,-3.375,-3.125
2174m035,217.4269819193324,-3.5,217.30180806675935,217.5521557719054,-3.625,-3.375
2174p032,217.4269819193324,3.25,217.30180806675935,217.5521557719054,3.125,3.375
2174p035,217.4269819193324,3.5,217.30180806675935,217.5521557719054,3.375,3.625
2176m002,217.625,-0.25,217.5,217.75,-0.375,-0.125
2176m005,217.625,-0.5,217.5,217.75,-0.625,-0.375
2176m007,217.625,-0.75,217.5,217.75,-0.875,-0.625
2176m010,217.625,-1,217.5,217.75,-1.125,-0.875
2176m012,217.625,-1.25,217.5,217.75,-1.375,-1.125
2176m015,217.625,-1.5,217.5,217.75,-1.625,-1.375
2176m017,217.625,-1.75,217.5,217.75,-1.875,-1.625
2176m020,217.625,-2,217.5,217.75,-2.125,-1.875
2176m022,217.625,-2.25,217.5,217.75,-2.375,-2.125
2176m025,217.625,-2.5,217.5,217.75,-2.625,-2.375
2176m027,217.625,-2.75,217.5,217.75,-2.875,-2.625
2176m030,217.625,-3,217.5,217.75,-3.125,-2.875
2176m032,217.67732962447843,-3.25,217.5521557719054,217.80250347705146,-3.375,-3.125
2176m035,217.67732962447843,-3.5,217.5521557719054,217.80250347705146,-3.625,-3.375
2176p000,217.625,0,217.5,217.75,-0.125,0.125
2176p002,217.625,0.25,217.5,217.75,0.125,0.375
2176p005,217.625,0.5,217.5,217.75,0.375,0.625
2176p007,217.625,0.75,217.5,217.75,0.625,0.875
2176p010,217.625,1,217.5,217.75,0.875,1.125
2176p012,217.625,1.25,217.5,217.75,1.125,1.375
2176p015,217.625,1.5,217.5,217.75,1.375,1.625
2176p017,217.625,1.75,217.5,217.75,1.625,1.875
2176p020,217.625,2,217.5,217.75,1.875,2.125
2176p022,217.625,2.25,217.5,217.75,2.125,2.375
2176p025,217.625,2.5,217.5,217.75,2.375,2.625
2176p027,217.625,2.75,217.5,217.75,2.625,2.875
2176p030,217.625,3,217.5,217.75,2.875,3.125
2176p032,217.67732962447843,3.25,217.5521557719054,217.80250347705146,3.125,3.375
2176p035,217.67732962447843,3.5,217.5521557719054,217.80250347705146,3.375,3.625
2178m002,217.875,-0.25,217.75,218,-0.375,-0.125
2178m005,217.875,-0.5,217.75,218,-0.625,-0.375
2178m007,217.875,-0.75,217.75,218,-0.875,-0.625
2178m010,217.875,-1,217.75,218,-1.125,-0.875
2178m012,217.875,-1.25,217.75,218,-1.375,-1.125
2178m015,217.875,-1.5,217.75,218,-1.625,-1.375
2178m017,217.875,-1.75,217.75,218,-1.875,-1.625
2178m020,217.875,-2,217.75,218,-2.125,-1.875
2178m022,217.875,-2.25,217.75,218,-2.375,-2.125
2178m025,217.875,-2.5,217.75,218,-2.625,-2.375
2178m027,217.875,-2.75,217.75,218,-2.875,-2.625
2178m030,217.875,-3,217.75,218,-3.125,-2.875
2178p000,217.875,0,217.75,218,-0.125,0.125
2178p002,217.875,0.25,217.75,218,0.125,0.375
2178p005,217.875,0.5,217.75,218,0.375,0.625
2178p007,217.875,0.75,217.75,218,0.625,0.875
2178p010,217.875,1,217.75,218,0.875,1.125
2178p012,217.875,1.25,217.75,218,1.125,1.375
2178p015,217.875,1.5,217.75,218,1.375,1.625
2178p017,217.875,1.75,217.75,218,1.625,1.875
2178p020,217.875,2,217.75,218,1.875,2.125
2178p022,217.875,2.25,217.75,218,2.125,2.375
2178p025,217.875,2.5,217.75,218,2.375,2.625
2178p027,217.875,2.75,217.75,218,2.625,2.875
2178p030,217.875,3,217.75,218,2.875,3.125
2179m032,217.9276773296245,-3.25,217.80250347705146,218.05285118219751,-3.375,-3.125
2179m035,217.9276773296245,-3.5,217.80250347705146,218.05285118219751,-3.625,-3.375
2179p032,217.9276773296245,3.25,217.80250347705146,218.05285118219751,3.125,3.375
2179p035,217.9276773296245,3.5,217.80250347705146,218.05285118219751,3.375,3.625
2181m002,218.125,-0.25,218,218.25,-0.375,-0.125
2181m005,218.125,-0.5,218,218.25,-0.625,-0.375
2181m007,218.125,-0.75,218,218.25,-0.875,-0.625
2181m010,218.125,-1,218,218.25,-1.125,-0.875
2181m012,218.125,-1.25,218,218.25,-1.375,-1.125
2181m015,218.125,-1.5,218,218.25,-1.625,-1.375
2181m017,218.125,-1.75,218,218.25,-1.875,-1.625
2181m020,218.125,-2,218,218.25,-2.125,-1.875
2181m022,218.125,-2.25,218,218.25,-2.375,-2.125
2181m025,218.125,-2.5,218,218.25,-2.625,-2.375
2181m027,218.125,-2.75,218,218.25,-2.875,-2.625
2181m030,218.125,-3,218,218.25,-3.125,-2.875
2181m032,218.1780250347705,-3.25,218.05285118219751,218.30319888734357,-3.375,-3.125
2181m035,218.1780250347705,-3.5,218.05285118219751,218.30319888734357,-3.625,-3.375
2181p000,218.125,0,218,218.25,-0.125,0.125
2181p002,218.125,0.25,218,218.25,0.125,0.375
2181p005,218.125,0.5,218,218.25,0.375,0.625
2181p007,218.125,0.75,218,218.25,0.625,0.875
2181p010,218.125,1,218,218.25,0.875,1.125
2181p012,218.125,1.25,218,218.25,1.125,1.375
2181p015,218.125,1.5,218,218.25,1.375,1.625
2181p017,218.125,1.75,218,218.25,1.625,1.875
2181p020,218.125,2,218,218.25,1.875,2.125
2181p022,218.125,2.25,218,218.25,2.125,2.375
2181p025,218.125,2.5,218,218.25,2.375,2.625
2181p027,218.125,2.75,218,218.25,2.625,2.875
2181p030,218.125,3,218,218.25,2.875,3.125
2181p032,218.1780250347705,3.25,218.05285118219751,218.30319888734357,3.125,3.375
2181p035,218.1780250347705,3.5,218.05285118219751,218.30319888734357,3.375,3.625
2183m002,218.375,-0.25,218.25,218.5,-0.375,-0.125
2183m005,218.375,-0.5,218.25,218.5,-0.625,-0.375
2183m007,218.375,-0.75,218.25,218.5,-0.875,-0.625
2183m010,218.375,-1,218.25,218.5,-1.125,-0.875
2183m012,218.375,-1.25,218.25,218.5,-1.375,-1.125
2183m015,218.375,-1.5,218.25,218.5,-1.625,-1.375
2183m017,218.375,-1.75,218.25,218.5,-1.875,-1.625
2183m020,218.375,-2,218.25,218.5,-2.125,-1.875
2183m022,218.375,-2.25,218.25,218.5,-2.375,-2.125
2183m025,218.375,-2.5,218.25,218.5,-2.625,-2.375
2183m027,218.375,-2.75,218.25,218.5,-2.875,-2.625
2183m030,218.375,-3,218.25,218.5,-3.125,-2.875
2183p000,218.375,0,218.25,218.5,-0.125,0.125
2183p002,218.375,0.25,218.25,218.5,0.125,0.375
2183p005,218.375,0.5,218.25,218.5,0.375,0.625
2183p007,218.375,0.75,218.25,218.5,0.625,0.875
2183p010,218.375,1,218.25,218.5,0.875,1.125
2183p012,218.375,1.25,218.25,218.5,1.125,1.375
2183p015,218.375,1.5,218.25,218.5,1.375,1.625
2183p017,218.375,1.75,218.25,218.5,1.625,1.875
2183p020,218.375,2,218.25,218.5,1.875,2.125
2183p022,218.375,2.25,218.25,218.5,2.125,2.375
2183p025,218.375,2.5,218.25,218.5,2.375,2.625
2183p027,218.375,2.75,218.25,218.5,2.625,2.875
2183p030,218.375,3,218.25,218.5,2.875,3.125
2184m032,218.42837273991654,-3.25,218.30319888734357,218.5535465924895,-3.375,-3.125
2184m035,218.42837273991654,-3.5,218.30319888734357,218.5535465924895,-3.625,-3.375
2184p032,218.42837273991654,3.25,218.30319888734357,218.5535465924895,3.125,3.375
2184p035,218.42837273991654,3.5,218.30319888734357,218.5535465924895,3.375,3.625
2186m002,218.625,-0.25,218.5,218.75,-0.375,-0.125
2186m005,218.625,-0.5,218.5,218.75,-0.625,-0.375
2186m007,218.625,-0.75,218.5,218.75,-0.875,-0.625
2186m010,218.625,-1,218.5,218.75,-1.125,-0.875
2186m012,218.625,-1.25,218.5,218.75,-1.375,-1.125
2186m015,218.625,-1.5,218.5,218.75,-1.625,-1.375
2186m017,218.625,-1.75,218.5,218.75,-1.875,-1.625
2186m020,218.625,-2,218.5,218.75,-2.125,-1.875
2186m022,218.625,-2.25,218.5,218.75,-2.375,-2.125
2186m025,218.625,-2.5,218.5,218.75,-2.625,-2.375
2186m027,218.625,-2.75,218.5,218.75,-2.875,-2.625
2186m030,218.625,-3,218.5,218.75,-3.125,-2.875
2186m032,218.6787204450626,-3.25,218.5535465924895,218.80389429763568,-3.375,-3.125
2186m035,218.6787204450626,-3.5,218.5535465924895,218.80389429763568,-3.625,-3.375
2186p000,218.625,0,218.5,218.75,-0.125,0.125
2186p002,218.625,0.25,218.5,218.75,0.125,0.375
2186p005,218.625,0.5,218.5,218.75,0.375,0.625
2186p007,218.625,0.75,218.5,218.75,0.625,0.875
2186p010,218.625,1,218.5,218.75,0.875,1.125
2186p012,218.625,1.25,218.5,218.75,1.125,1.375
2186p015,218.625,1.5,218.5,218.75,1.375,1.625
2186p017,218.625,1.75,218.5,218.75,1.625,1.875
2186p020,218.625,2,218.5,218.75,1.875,2.125
2186p022,218.625,2.25,218.5,218.75,2.125,2.375
2186p025,218.625,2.5,218.5,218.75,2.375,2.625
2186p027,218.625,2.75,218.5,218.75,2.625,2.875
2186p030,218.625,3,218.5,218.75,2.875,3.125
2186p032,218.6787204450626,3.25,218.5535465924895,218.80389429763568,3.125,3.375
2186p035,218.6787204450626,3.5,218.5535465924895,218.80389429763568,3.375,3.625
2188m002,218.875,-0.25,218.75,219,-0.375,-0.125
2188m005,218.875,-0.5,218.75,219,-0.625,-0.375
2188m007,218.875,-0.75,218.75,219,-0.875,-0.625
2188m010,218.875,-1,218.75,219,-1.125,-0.875
2188m012,218.875,-1.25,218.75,219,-1.375,-1.125
2188m015,218.875,-1.5,218.75,219,-1.625,-1.375
2188m017,218.875,-1.75,218.75,219,-1.875,-1.625
2188m020,218.875,-2,218.75,219,-2.125,-1.875
2188m022,218.875,-2.25,218.75,219,-2.375,-2.125
2188m025,218.875,-2.5,218.75,219,-2.625,-2.375
2188m027,218.875,-2.75,218.75,219,-2.875,-2.625
2188m030,218.875,-3,218.75,219,-3.125,-2.875
2188p000,218.875,0,218.75,219,-0.125,0.125
2188p002,218.875,0.25,218.75,219,0.125,0.375
2188p005,218.875,0.5,218.75,219,0.375,0.625
2188p007,218.875,0.75,218.75,219,0.625,0.875
2188p010,218.875,1,218.75,219,0.875,1.125
2188p012,218.875,1.25,218.75,219,1.125,1.375
2188p015,218.875,1.5,218.75,219,1.375,1.625
2188p017,218.875,1.75,218.75,219,1.625,1.875
2188p020,218.875,2,218.75,219,1.875,2.125
2188p022,218.875,2.25,218.75,219,2.125,2.375
2188p025,218.875,2.5,218.75,219,2.375,2.625
2188p027,218.875,2.75,218.75,219,2.625,2.875
2188p030,218.875,3,218.75,219,2.875,3.125
2189m032,218.92906815020862,-3.25,218.80389429763557,219.05424200278162,-3.375,-3.125
2189m035,218.92906815020862,-3.5,218.80389429763557,219.05424200278162,-3.625,-3.375
2189p032,218.92906815020862,3.25,218.80389429763557,219.05424200278162,3.125,3.375
2189p035,218.92906815020862,3.5,218.80389429763557,219.05424200278162,3.375,3.625
2191m002,219.125,-0.25,219,219.25,-0.375,-0.125
2191m005,219.125,-0.5,219,219.25,-0.625,-0.375
2191m007,219.125,-0.75,219,219.25,-0.875,-0.625
2191m010,219.125,-1,219,219.25,-1.125,-0.875
2191m012,219.125,-1.25,219,219.25,-1.375,-1.125
2191m015,219.125,-1.5,219,219.25,-1.625,-1.375
2191m017,219.125,-1.75,219,219.25,-1.875,-1.625
2191m020,219.125,-2,219,219.25,-2.125,-1.875
2191m022,219.125,-2.25,219,219.25,-2.375,-2.125
2191m025,219.125,-2.5,219,219.25,-2.625,-2.375
2191m027,219.125,-2.75,219,219.25,-2.875,-2.625
2191m030,219.125,-3,219,219.25,-3.125,-2.875
2191m032,219.17941585535465,-3.25,219.05424200278162,219.30458970792768,-3.375,-3.125
2191m035,219.17941585535465,-3.5,219.05424200278162,219.30458970792768,-3.625,-3.375
2191p000,219.125,0,219,219.25,-0.125,0.125
2191p002,219.125,0.25,219,219.25,0.125,0.375
2191p005,219.125,0.5,219,219.25,0.375,0.625
2191p007,219.125,0.75,219,219.25,0.625,0.875
2191p010,219.125,1,219,219.25,0.875,1.125
2191p012,219.125,1.25,219,219.25,1.125,1.375
2191p015,219.125,1.5,219,219.25,1.375,1.625
2191p017,219.125,1.75,219,219.25,1.625,1.875
2191p020,219.125,2,219,219.25,1.875,2.125
2191p022,219.125,2.25,219,219.25,2.125,2.375
2191p025,219.125,2.5,219,219.25,2.375,2.625
2191p027,219.125,2.75,219,219.25,2.625,2.875
2191p030,219.125,3,219,219.25,2.875,3.125
2191p032,219.17941585535465,3.25,219.05424200278162,219.30458970792768,3.125,3.375
2191p035,219.17941585535465,3.5,219.05424200278162,219.30458970792768,3.375,3.625
2193m002,219.375,-0.25,219.25,219.5,-0.375,-0.125
2193m005,219.375,-0.5,219.25,219.5,-0.625,-0.375
2193m007,219.375,-0.75,219.25,219.5,-0.875,-0.625
2193m010,219.375,-1,219.25,219.5,-1.125,-0.875
2193m012,219.375,-1.25,219.25,219.5,-1.375,-1.125
2193m015,219.375,-1.5,219.25,219.5,-1.625,-1.375
2193m017,219.375,-1.75,219.25,219.5,-1.875,-1.625
2193m020,219.375,-2,219.25,219.5,-2.125,-1.875
2193m022,219.375,-2.25,219.25,219.5,-2.375,-2.125
2193m025,219.375,-2.5,219.25,219.5,-2.625,-2.375
2193m027,219.375,-2.75,219.25,219.5,-2.875,-2.625
2193m030,219.375,-3,219.25,219.5,-3.125,-2.875
2193p000,219.375,0,219.25,219.5,-0.125,0.125
2193p002,219.375,0.25,219.25,219.5,0.125,0.375
2193p005,219.375,0.5,219.25,219.5,0.375,0.625
2193p007,219.375,0.75,219.25,219.5,0.625,0.875
2193p010,219.375,1,219.25,219.5,0.875,1.125
2193p012,219.375,1.25,219.25,219.5,1.125,1.375
2193p015,219.375,1.5,219.25,219.5,1.375,1.625
2193p017,219.375,1.75,219.25,219.5,1.625,1.875
2193p020,219.375,2,219.25,219.5,1.875,2.125
2193p022,219.375,2.25,219.25,219.5,2.125,2.375
2193p025,219.375,2.5,219.25,219.5,2.375,2.625
2193p027,219.375,2.75,219.25,219.5,2.625,2.875
2193p030,219.375,3,219.25,219.5,2.875,3.125
2194m032,219.4297635605007,-3.25,219.30458970792768,219.55493741307373,-3.375,-3.125
2194m035,219.4297635605007,-3.5,219.30458970792768,219.55493741307373,-3.625,-3.375
2194p032,219.4297635605007,3.25,219.30458970792768,219.55493741307373,3.125,3.375
2194p035,219.4297635605007,3.5,219.30458970792768,219.55493741307373,3.375,3.625
2196m002,219.625,-0.25,219.5,219.75,-0.375,-0.125
2196m005,219.625,-0.5,219.5,219.75,-0.625,-0.375
2196m007,219.625,-0.75,219.5,219.75,-0.875,-0.625
2196m010,219.625,-1,219.5,219.75,-1.125,-0.875
2196m012,219.625,-1.25,219.5,219.75,-1.375,-1.125
2196m015,219.625,-1.5,219.5,219.75,-1.625,-1.375
2196m017,219.625,-1.75,219.5,219.75,-1.875,-1.625
2196m020,219.625,-2,219.5,219.75,-2.125,-1.875
2196m022,219.625,-2.25,219.5,219.75,-2.375,-2.125
2196m025,219.625,-2.5,219.5,219.75,-2.625,-2.375
2196m027,219.625,-2.75,219.5,219.75,-2.875,-2.625
2196m030,219.625,-3,219.5,219.75,-3.125,-2.875
2196m032,219.68011126564673,-3.25,219.55493741307373,219.80528511821979,-3.375,-3.125
2196m035,219.68011126564673,-3.5,219.55493741307373,219.80528511821979,-3.625,-3.375
2196p000,219.625,0,219.5,219.75,-0.125,0.125
2196p002,219.625,0.25,219.5,219.75,0.125,0.375
2196p005,219.625,0.5,219.5,219.75,0.375,0.625
2196p007,219.625,0.75,219.5,219.75,0.625,0.875
2196p010,219.625,1,219.5,219.75,0.875,1.125
2196p012,219.625,1.25,219.5,219.75,1.125,1.375
2196p015,219.625,1.5,219.5,219.75,1.375,1.625
2196p017,219.625,1.75,219.5,219.75,1.625,1.875
2196p020,219.625,2,219.5,219.75,1.875,2.125
2196p022,219.625,2.25,219.5,219.75,2.125,2.375
2196p025,219.625,2.5,219.5,219.75,2.375,2.625
2196p027,219.625,2.75,219.5,219.75,2.625,2.875
2196p030,219.625,3,219.5,219.75,2.875,3.125
2196p032,219.68011126564673,3.25,219.55493741307373,219.80528511821979,3.125,3.375
2196p035,219.68011126564673,3.5,219.55493741307373,219.80528511821979,3.375,3.625
2198m002,219.875,-0.25,219.75,220,-0.375,-0.125
2198m005,219.875,-0.5,219.75,220,-0.625,-0.375
2198m007,219.875,-0.75,219.75,220,-0.875,-0.625
2198m010,219.875,-1,219.75,220,-1.125,-0.875
2198m012,219.875,-1.25,219.75,220,-1.375,-1.125
2198m015,219.875,-1.5,219.75,220,-1.625,-1.375
2198m017,219.875,-1.75,219.75,220,-1.875,-1.625
2198m020,219.875,-2,219.75,220,-2.125,-1.875
2198m022,219.875,-2.25,219.75,220,-2.375,-2.125
2198m025,219.875,-2.5,219.75,220,-2.625,-2.375
2198m027,219.875,-2.75,219.75,220,-2.875,-2.625
2198m030,219.875,-3,219.75,220,-3.125,-2.875
2198p000,219.875,0,219.75,220,-0.125,0.125
2198p002,219.875,0.25,219.75,220,0.125,0.375
2198p005,219.875,0.5,219.75,220,0.375,0.625
2198p007,219.875,0.75,219.75,220,0.625,0.875
2198p010,219.875,1,219.75,220,0.875,1.125
2198p012,219.875,1.25,219.75,220,1.125,1.375
2198p015,219.875,1.5,219.75,220,1.375,1.625
2198p017,219.875,1.75,219.75,220,1.625,1.875
2198p020,219.875,2,219.75,220,1.875,2.125
2198p022,219.875,2.25,219.75,220,2.125,2.375
2198p025,219.875,2.5,219.75,220,2.375,2.625
2198p027,219.875,2.75,219.75,220,2.625,2.875
2198p030,219.875,3,219.75,220,2.875,3.125
2199m032,219.93045897079276,-3.25,219.80528511821967,220.05563282336584,-3.375,-3.125
2199m035,219.93045897079276,-3.5,219.80528511821967,220.05563282336584,-3.625,-3.375
2199p032,219.93045897079276,3.25,219.80528511821967,220.05563282336584,3.125,3.375
2199p035,219.93045897079276,3.5,219.80528511821967,220.05563282336584,3.375,3.625
2201m002,220.125,-0.25,220,220.25,-0.375,-0.125
2201m005,220.125,-0.5,220,220.25,-0.625,-0.375
2201m007,220.125,-0.75,220,220.25,-0.875,-0.625
2201m010,220.125,-1,220,220.25,-1.125,-0.875
2201m012,220.125,-1.25,220,220.25,-1.375,-1.125
2201m015,220.125,-1.5,220,220.25,-1.625,-1.375
2201m017,220.125,-1.75,220,220.25,-1.875,-1.625
2201m020,220.125,-2,220,220.25,-2.125,-1.875
2201m022,220.125,-2.25,220,220.25,-2.375,-2.125
2201m025,220.125,-2.5,220,220.25,-2.625,-2.375
2201m027,220.125,-2.75,220,220.25,-2.875,-2.625
2201m030,220.125,-3,220,220.25,-3.125,-2.875
2201m032,220.1808066759388,-3.25,220.05563282336584,220.30598052851178,-3.375,-3.125
2201m035,220.1808066759388,-3.5,220.05563282336584,220.30598052851178,-3.625,-3.375
2201p000,220.125,0,220,220.25,-0.125,0.125
2201p002,220.125,0.25,220,220.25,0.125,0.375
2201p005,220.125,0.5,220,220.25,0.375,0.625
2201p007,220.125,0.75,220,220.25,0.625,0.875
2201p010,220.125,1,220,220.25,0.875,1.125
2201p012,220.125,1.25,220,220.25,1.125,1.375
2201p015,220.125,1.5,220,220.25,1.375,1.625
2201p017,220.125,1.75,220,220.25,1.625,1.875
2201p020,220.125,2,220,220.25,1.875,2.125
2201p022,220.125,2.25,220,220.25,2.125,2.375
2201p025,220.125,2.5,220,220.25,2.375,2.625
2201p027,220.125,2.75,220,220.25,2.625,2.875
2201p030,220.125,3,220,220.25,2.875,3.125
2201p032,220.1808066759388,3.25,220.05563282336584,220.30598052851178,3.125,3.375
2201p035,220.1808066759388,3.5,220.05563282336584,220.30598052851178,3.375,3.625
2203m002,220.375,-0.25,220.25,220.5,-0.375,-0.125
2203m005,220.375,-0.5,220.25,220.5,-0.625,-0.375
2203m007,220.375,-0.75,220.25,220.5,-0.875,-0.625
2203m010,220.375,-1,220.25,220.5,-1.125,-0.875
2203m012,220.375,-1.25,220.25,220.5,-1.375,-1.125
2203m015,220.375,-1.5,220.25,220.5,-1.625,-1.375
2203m017,220.375,-1.75,220.25,220.5,-1.875,-1.625
2203m020,220.375,-2,220.25,220.5,-2.125,-1.875
2203m022,220.375,-2.25,220.25,220.5,-2.375,-2.125
2203m025,220.375,-2.5,220.25,220.5,-2.625,-2.375
2203m027,220.375,-2.75,220.25,220.5,-2.875,-2.625
2203m030,220.375,-3,220.25,220.5,-3.125,-2.875
2203p000,220.375,0,220.25,220.5,-0.125,0.125
2203p002,220.375,0.25,220.25,220.5,0.125,0.375
2203p005,220.375,0.5,220.25,220.5,0.375,0.625
2203p007,220.375,0.75,220.25,220.5,0.625,0.875
2203p010,220.375,1,220.25,220.5,0.875,1.125
2203p012,220.375,1.25,220.25,220.5,1.125,1.375
2203p015,220.375,1.5,220.25,220.5,1.375,1.625
2203p017,220.375,1.75,220.25,220.5,1.625,1.875
2203p020,220.375,2,220.25,220.5,1.875,2.125
2203p022,220.375,2.25,220.25,220.5,2.125,2.375
2203p025,220.375,2.5,220.25,220.5,2.375,2.625
2203p027,220.375,2.75,220.25,220.5,2.625,2.875
2203p030,220.375,3,220.25,220.5,2.875,3.125
2204m032,220.43115438108484,-3.25,220.30598052851178,220.55632823365784,-3.375,-3.125
2204m035,220.43115438108484,-3.5,220.30598052851178,220.55632823365784,-3.625,-3.375
2204p032,220.43115438108484,3.25,220.30598052851178,220.55632823365784,3.125,3.375
2204p035,220.43115438108484,3.5,220.30598052851178,220.55632823365784,3.375,3.625
2206m002,220.625,-0.25,220.5,220.75,-0.375,-0.125
2206m005,220.625,-0.5,220.5,220.75,-0.625,-0.375
2206m007,220.625,-0.75,220.5,220.75,-0.875,-0.625
2206m010,220.625,-1,220.5,220.75,-1.125,-0.875
2206m012,220.625,-1.25,220.5,220.75,-1.375,-1.125
2206m015,220.625,-1.5,220.5,220.75,-1.625,-1.375
2206m017,220.625,-1.75,220.5,220.75,-1.875,-1.625
2206m020,220.625,-2,220.5,220.75,-2.125,-1.875
2206m022,220.625,-2.25,220.5,220.75,-2.375,-2.125
2206m025,220.625,-2.5,220.5,220.75,-2.625,-2.375
2206m027,220.625,-2.75,220.5,220.75,-2.875,-2.625
2206m030,220.625,-3,220.5,220.75,-3.125,-2.875
2206m032,220.68150208623086,-3.25,220.55632823365784,220.8066759388039,-3.375,-3.125
2206m035,220.68150208623086,-3.5,220.55632823365784,220.8066759388039,-3.625,-3.375
2206p000,220.625,0,220.5,220.75,-0.125,0.125
2206p002,220.625,0.25,220.5,220.75,0.125,0.375
2206p005,220.625,0.5,220.5,220.75,0.375,0.625
2206p007,220.625,0.75,220.5,220.75,0.625,0.875
2206p010,220.625,1,220.5,220.75,0.875,1.125
2206p012,220.625,1.25,220.5,220.75,1.125,1.375
2206p015,220.625,1.5,220.5,220.75,1.375,1.625
2206p017,220.625,1.75,220.5,220.75,1.625,1.875
2206p020,220.625,2,220.5,220.75,1.875,2.125
2206p022,220.625,2.25,220.5,220.75,2.125,2.375
2206p025,220.625,2.5,220.5,220.75,2.375,2.625
2206p027,220.625,2.75,220.5,220.75,2.625,2.875
2206p030,220.625,3,220.5,220.75,2.875,3.125
2206p032,220.68150208623086,3.25,220.55632823365784,220.8066759388039,3.125,3.375
2206p035,220.68150208623086,3.5,220.55632823365784,220.8066759388039,3.375,3.625
2208m002,220.875,-0.25,220.75,221,-0.375,-0.125
2208m005,220.875,-0.5,220.75,221,-0.625,-0.375
2208m007,220.875,-0.75,220.75,221,-0.875,-0.625
2208m010,220.875,-1,220.75,221,-1.125,-0.875
2208m012,220.875,-1.25,220.75,221,-1.375,-1.125
2208m015,220.875,-1.5,220.75,221,-1.625,-1.375
2208m017,220.875,-1.75,220.75,221,-1.875,-1.625
2208m020,220.875,-2,220.75,221,-2.125,-1.875
2208m022,220.875,-2.25,220.75,221,-2.375,-2.125
2208m025,220.875,-2.5,220.75,221,-2.625,-2.375
2208m027,220.875,-2.75,220.75,221,-2.875,-2.625
2208m030,220.875,-3,220.75,221,-3.125,-2.875
2208p000,220.875,0,220.75,221,-0.125,0.125
2208p002,220.875,0.25,220.75,221,0.125,0.375
2208p005,220.875,0.5,220.75,221,0.375,0.625
2208p007,220.875,0.75,220.75,221,0.625,0.875
2208p010,220.875,1,220.75,221,0.875,1.125
2208p012,220.875,1.25,220.75,221,1.125,1.375
2208p015,220.875,1.5,220.75,221,1.375,1.625
2208p017,220.875,1.75,220.75,221,1.625,1.875
2208p020,220.875,2,220.75,221,1.875,2.125
2208p022,220.875,2.25,220.75,221,2.125,2.375
2208p025,220.875,2.5,220.75,221,2.375,2.625
2208p027,220.875,2.75,220.75,221,2.625,2.875
2208p030,220.875,3,220.75,221,2.875,3.125
2209m032,220.93184979137692,-3.25,220.8066759388039,221.05702364394995,-3.375,-3.125
2209m035,220.93184979137692,-3.5,220.8066759388039,221.05702364394995,-3.625,-3.375
2209p032,220.93184979137692,3.25,220.8066759388039,221.05702364394995,3.125,3.375
2209p035,220.93184979137692,3.5,220.8066759388039,221.05702364394995,3.375,3.625
2211m002,221.125,-0.25,221,221.25,-0.375,-0.125
2211m005,221.125,-0.5,221,221.25,-0.625,-0.375
2211m007,221.125,-0.75,221,221.25,-0.875,-0.625
2211m010,221.125,-1,221,221.25,-1.125,-0.875
2211m012,221.125,-1.25,221,221.25,-1.375,-1.125
2211m015,221.125,-1.5,221,221.25,-1.625,-1.375
2211m017,221.125,-1.75,221,221.25,-1.875,-1.625
2211m020,221.125,-2,221,221.25,-2.125,-1.875
2211m022,221.125,-2.25,221,221.25,-2.375,-2.125
2211m025,221.125,-2.5,221,221.25,-2.625,-2.375
2211m027,221.125,-2.75,221,221.25,-2.875,-2.625
2211m030,221.125,-3,221,221.25,-3.125,-2.875
