CATID,RA_OBJ,DEC_OBJ,RA_IFU,DEC_IFU,r_petro,z_spec,z_tonry,M_r,r_e,ellip,PA,Mstar,g_i,SURV_SAMI,BAD_CLASS
"551202",139.37082018,-0.62058503,139.37082018,-0.62058503,14.339,0.01647,0.01742,-20.1,12.69,0.725,117.61,9.96,0.85,8,0
"14555",212.11498064,0.70028963,212.11498064,0.70028963,16.678,0.02559,0.02651,-18.73,4.52,0.4631,119.28,8.92,0.27,8,0
"229126",220.44868488,1.1295998,220.44868488,1.1295998,17.29,0.03688,0.03765,-18.96,4.25,0.8247,143.37,8.99,0.27,3,0
"594970",222.79037163,-0.12452477,222.79037163,-0.12452477,18.602,0.04407,0.04481,-17.93,1.97,0.5434,13.809998,9.08,0.88,8,0
"106015",214.38581781,0.88278618,214.38581781,0.88278618,17.178,0.05582,0.05671,-19.94,3.94,0.0621,159.57,9.85,0.84,3,1
"460757",213.74276398,-1.59897725,213.74276398,-1.59897725,18.59,0.03811,0.039,-17.59,1.39,0.1802,68.28,8.78,0.69,3,0
"143246",174.91900129,-1.40765276,174.91900129,-1.40765276,16.691,0.07879,0.0801,-21.19,4.72,0.4831,9.029999,10.51,1.1,3,0
"229005",219.74268158,1.18912052,219.74268158,1.18912052,17.2,0.08255,0.08337,-20.78,2.42,0.5382,42.949997,10.35,1.13,3,0
"204167",136.81009821,-0.29650229,136.81009821,-0.29650229,18.423,0.03968,0.04077,-17.9,2.74,0.4243,87.65,8.79,0.52,3,1
"378104",140.61697275,1.67359449,140.61697275,1.67359449,16.362,0.0851,0.08627,-21.79,2.69,0.4593,56.42,10.91,1.35,8,0
"584385",179.20853225,-0.16234155,179.20853225,-0.16234155,16.445,0.10503,0.10635,-22.14,4.26,0.283,55.300003,11.0,1.33,4,0
"319293",214.00746672,1.91659509,214.00746672,1.91659509,16.658,0.05426,0.05515,-20.39,3.17,0.1648,7.169998,10.29,1.2,8,0
"618133",214.55054164,0.35887886,214.55054164,0.35887886,15.856,0.05342,0.0543,-21.21,4.8,0.1091,150.29999,10.62,1.19,8,0
"238593",214.85974466,1.65995969,214.85974466,1.65995969,15.504,0.07643,0.07732,-22.45,1.99,0.177,105.79,10.9,0.96,3,0
"508943",219.04470673,-1.50269181,219.04470673,-1.50269181,16.731,0.08835,0.08919,-21.38,2.89,0.4073,122.97,10.58,1.11,3,0
"300406",129.40513092,1.07307332,129.40513092,1.07307332,15.146,0.05085,0.05185,-21.9,6.25,0.2164,54.20999,10.92,1.23,8,0
"743221",216.28078695,-1.04775347,216.28078695,-1.04775347,18.7,0.10334,0.10424,-22.64,1.28,0.2916,15.680008,11.21,1.32,4,1
"289102",181.14191145,1.73821018,181.14191145,1.73821018,15.017,0.02221,0.02369,-20.08,6.46,0.2867,111.6,10.14,1.11,8,0
"279283",136.53916587,0.9733223,136.53916587,0.9733223,17.181,0.10027,0.10141,-22.01,2.06,0.1937,155.97,11.18,1.46,4,1
"534758",174.93342183,-1.02954752,174.93342183,-1.02954752,15.44,0.07806,0.07937,-22.42,4.04,0.2152,79.39,11.19,1.38,8,0
"186507",184.86536039,-1.53265338,184.86536039,-1.53265338,16.877,0.08731,0.08858,-21.24,4.79,0.3217,36.449997,10.63,1.28,3,0
"504953",217.93153106,-1.99163782,217.93153106,-1.99163782,15.262,0.05396,0.05479,-21.64,7.25,0.0975,84.91,10.48,0.8,8,0
"203217",133.08522995,-0.27765907,133.08522995,-0.27765907,16.766,0.10877,0.10988,-21.95,4.29,0.1321,3.5899963,10.96,1.38,4,0
"137206",177.47663224,-1.64355984,177.47663224,-1.64355984,16.631,0.08312,0.08443,-21.4,5.39,0.2849,4.7099915,10.76,1.33,3,0
"485660",216.76194461,-1.75558409,216.76194461,-1.75558409,19.773,0.03996,0.0408,,0.58,0.5512,161.22,8.89,1.33,3,1
"86270",185.98071787,0.62297979,185.98071787,0.62297979,17.091,0.07438,0.07563,-20.66,5.1,0.2564,96.78,10.37,1.22,3,0
"695871",217.15766534,0.55305834,217.15766534,0.55305834,18.966,0.00527,0.00651,,,,,8.8,0.61,8,0
"3626603",134.11688952,-0.92528268,134.11688952,-0.92528268,16.87,0.05023,0.0513,,,,,9.92,0.86,3,1
"3630239",136.82912633,-0.86927494,136.82912633,-0.86927494,16.694,0.05842,0.05953,,,,,10.02,0.77,8,0
"3895861",129.71822229,-0.84392267,129.71822229,-0.84392267,16.307,0.10781,0.10887,,,,,11.0,1.19,4,0
"622487",133.60621121,0.74439111,133.60621121,0.74439111,17.921,0.10565,0.10676,-22.28,,,,11.15,1.45,4,3
"623579",139.52751115,0.70709362,139.52751115,0.70709362,18.899,0.05778,0.05891,-18.67,4.59,0.8059,93.909996,9.56,1.1,3,0
"422486",131.17992357333333,2.572460492222222,131.18034024,2.57273827,17.268,0.02615,0.02704,-18.08,3.76,0.4249,24.559998,8.78,0.42,8,5
"381339",132.2272935,1.93217418,132.2272935,1.93217418,18.49,0.03724,0.03826,-17.74,5.21,0.8226,100.35,8.77,0.59,3,0
"40768",183.00309038,-0.76635519,183.00309038,-0.76635519,17.66,0.07114,0.07241,-20.89,5.71,0.865,6.5,10.57,1.32,3,3
"106507",216.40845775,1.01267038,216.40845775,1.01267038,16.176,0.05474,0.05559,-20.83,5.94,0.7226,28.769989,10.22,0.88,8,0
"227961",215.49730676,1.15991779,215.49730676,1.15991779,16.622,0.05484,0.05571,-20.46,6.26,0.8436,63.570007,10.36,1.25,8,0
"92743",217.42782771,0.62259815,217.42782771,0.62259815,18.142,0.05357,0.05441,-18.86,3.32,0.819,123.58,9.42,0.85,3,0
"583508",175.30472873,-0.20120733,175.30472873,-0.20120733,17.429,0.02795,0.0292,-18.08,4.43,0.5041,132.5,8.92,0.59,8,0
"92579",216.98933017,0.58893251,216.98933017,0.58893251,16.716,0.08441,0.08528,-21.43,4.59,0.5479,65.92999,10.4,0.84,3,0
"505357",219.43212573,-1.89149051,219.43212573,-1.89149051,18.698,0.05039,0.05119,-18.68,1.86,0.3305,27.839996,9.66,1.18,3,1
"144567",180.62073568,-1.40926575,180.62073568,-1.40926575,18.47,0.03552,0.03676,-17.68,3.63,0.7555,82.91998,8.73,0.58,3,0
"376015",131.61303085,1.39855238,131.61303085,1.39855238,18.859,0.03971,0.04073,-17.48,2.79,0.1901,27.609985,8.76,0.71,3,0
"486205",218.88585158,-1.76207608,218.88585158,-1.76207608,16.236,0.08909,0.08993,-21.91,4.37,0.365,12.290009,10.64,0.92,3,0
"289429",182.30469053,1.83657459,182.30469053,1.83657459,16.773,0.01942,0.02124,-18.04,5.5,0.7816,17.940002,9.04,0.75,8,0
"21836",174.4099404,1.08658655,174.4099404,1.08658655,18.462,0.02036,0.02203,-16.44,2.61,0.3219,101.78,8.25,0.56,8,0
"320421",218.2305711,1.86919307,218.2305711,1.86919307,16.025,0.03002,0.03082,-19.62,5.51,0.1468,13.150002,9.55,0.61,8,0
"550080",134.01264647,-0.4897489,134.01264647,-0.4897489,17.495,0.00903,0.00977,-15.57,5.55,0.5118,18.350006,7.92,0.57,8,0
"376163",132.2735744,1.50360512,132.2735744,1.50360512,18.242,0.04228,0.04331,-18.19,1.29,0.2113,76.17999,9.09,0.76,8,0
"508909",218.91343916,-1.48997974,218.91343916,-1.48997974,17.942,0.05615,0.05697,-19.22,2.95,0.6355,55.130005,9.41,0.67,3,0
"297557",216.16947533,1.50944992,216.16947533,1.50944992,18.552,0.02611,0.02694,-16.89,2.44,0.6562,23.880005,8.41,0.57,8,0
"492092",214.65856673,-1.49910937,214.65856673,-1.49910937,17.348,0.05475,0.05564,-19.61,3.39,0.2127,100.759995,9.54,0.64,3,0
"569203",218.25366272,-0.48737271,218.25366272,-0.48737271,17.88,0.02543,0.02623,-17.56,7.05,0.856,35.380005,8.68,0.56,8,0
"508320",216.65218339,-1.51749993,216.65218339,-1.51749993,16.461,0.09271,0.0936,-21.81,6.72,0.2854,70.01001,10.58,0.91,3,0
"279160",135.78086629,0.85821816,135.78086629,0.85821816,17.475,0.01312,0.01392,-16.32,5.99,0.5717,40.929993,8.06,0.39,8,0
"521753",130.858308,2.90583006,130.858308,2.90583006,15.597,0.0261,0.02698,-19.77,5.82,0.7119,41.679993,9.79,0.82,8,0
"239597",218.33996165,1.47706328,218.33996165,1.47706328,19.281,0.10971,0.11057,-21.36,1.95,0.5624,123.630005,11.17,1.74,4,1
"545157",218.59071442,-1.00786222,218.59071442,-1.00786222,16.552,0.02547,0.02626,-18.81,7.84,0.6955,142.59,9.03,0.37,8,0
"106376",215.81120597,0.97833926,215.81120597,0.97833926,14.935,0.0401,0.04095,-21.46,8.51,0.1453,63.58,10.27,0.59,8,0
"240020",220.24439964,1.61366322,220.24439964,1.61366322,17.169,0.08404,0.08485,-20.83,2.51,0.6912,0.70999146,10.43,1.2,3,0
"517249",131.55101172,2.41047481,131.55101172,2.41047481,16.064,0.0281,0.02907,-19.49,5.47,0.3849,71.979996,9.4,0.49,8,0
"85479",182.68472641,0.62587804,182.68472641,0.62587804,16.439,0.02094,0.02257,-18.52,6.27,0.6758,24.050003,9.37,0.91,8,0
"230420",179.73469153,1.86142266,179.73469153,1.86142266,15.411,0.0666,0.06787,-22.06,4.84,0.2532,64.23001,10.66,0.81,3,0
"178578",180.76536576,-1.90571799,180.76536576,-1.90571799,17.801,0.01981,0.0216,-17.07,6.62,0.538,89.44,8.47,0.53,8,0
"610401",180.10823544,0.29962129,180.10823544,0.29962129,15.899,0.08116,0.08245,-22.03,2.92,0.1769,15.190002,10.74,0.97,3,0
"585231",181.78147416,-0.0201867,181.78147416,-0.0201867,17.083,0.02094,0.02257,-17.92,4.52,0.4066,87.83002,8.76,0.46,8,0
"521894",131.65458201,2.82702752,131.65458201,2.82702752,16.405,0.01328,0.01384,-17.48,5.44,0.2577,112.880005,8.77,0.69,8,0
"250466",214.76664269,1.99121438,214.76664269,1.99121438,17.019,0.05417,0.05505,-19.98,3.47,0.6766,142.97,10.12,1.17,8,0
"509012",219.41616795,-1.60076662,219.41616795,-1.60076662,16.721,0.05607,0.05688,-20.36,8.91,0.853,94.659996,10.22,1.12,8,0
"8570",182.83285894,0.8041979244444445,182.83285894,0.80475348,16.583,0.02072,0.02237,-18.67,4.8,0.3522,31.709991,9.27,0.7,8,5
"31725",181.09261977,-1.20358178,181.09261977,-1.20358178,18.729,0.01908,0.02098,-16.13,2.5,0.072,174.95999,8.32,0.8,8,0
"619095",218.0350205,0.41114336,218.0350205,0.41114336,15.676,0.05267,0.05349,-21.25,3.19,0.3224,94.149994,10.47,0.98,8,0
"593616",217.24054979,-0.10525882,217.24054979,-0.10525882,17.974,0.02971,0.03053,-17.65,1.83,0.5789,81.350006,8.69,0.52,3,0
"569362",219.04435601,-0.59874552,219.04435601,-0.59874552,16.589,0.08102,0.08185,-21.44,3.24,0.5185,47.289993,10.59,1.05,3,0
"220320",181.03095077,1.58314929,181.03095077,1.58314929,17.767,0.02349,0.02487,-17.34,6.92,0.2873,179.07999,8.85,0.86,8,0
"585162",181.45843505,-0.18445281,181.45843505,-0.18445281,15.753,0.06167,0.06293,-21.56,4.41,0.171,113.65,10.41,0.76,3,0
"617767",213.18542374,0.24176172,213.18542374,0.24176172,17.904,0.05354,0.05445,-19.1,1.79,0.6555,52.589996,9.75,1.17,3,0
"64167",218.45671536,-0.41274782,218.45671536,-0.41274782,18.352,0.03572,0.03653,-17.9,4.64,0.7655,44.34001,8.76,0.49,3,0
"238221",213.66331423,1.68357621,213.66331423,1.68357621,16.53,0.05379,0.05468,-20.43,6.09,0.7108,146.37,10.22,1.06,8,0
"485866",217.55459573,-1.72057465,217.55459573,-1.72057465,17.581,0.05436,0.0552,-19.53,6.96,0.5305,132.61,9.5,0.64,3,0
"31450",179.81907809,-1.10838736,179.81907809,-1.10838736,15.805,0.06032,0.06159,-21.44,4.65,0.1126,31.519989,10.4,0.81,3,0
"377384",137.47608719,1.68540562,137.47608719,1.68540562,17.183,0.02404,0.02497,-17.95,2.3,0.2864,141.94,9.07,0.83,8,0
"238351",214.08973116,1.59468247,214.08973116,1.59468247,17.236,0.05409,0.05498,-20.01,2.79,0.4717,22.970001,10.14,1.19,8,0
"611094",183.19351129,0.40907154,183.19351129,0.40907154,16.593,0.01984,0.02161,-18.4,7.41,0.5663,137.51001,8.96,0.47,8,0
"585121",181.19287684,-0.01537926,181.19287684,-0.01537926,16.992,0.04045,0.04169,-19.33,3.0,0.2723,169.93,9.55,0.77,8,0
"288908",180.69255177,1.67548439,180.69255177,1.67548439,15.863,0.07794,0.07922,-22.0,6.62,0.685,154.61,10.89,1.18,3,0
"251888",220.95692693,1.94137643,220.95692693,1.94137643,16.571,0.07968,0.08047,-21.35,4.05,0.6009,147.92,10.61,1.17,3,0
"144072",178.89391928,-1.35857567,178.89391928,-1.35857567,16.483,0.0814,0.0827,-21.55,3.26,0.4829,75.240005,10.63,1.09,3,0
"105730",213.10582689,0.90748868,213.10582689,0.90748868,17.008,0.05406,0.05497,-20.05,5.42,0.6064,109.66,9.8,0.72,3,1
"221375",185.82531709,1.48686069,185.82531709,1.48686069,15.258,0.02785,0.02904,-20.26,8.56,0.5338,36.53,9.82,0.63,8,0
"99233",181.84209458,0.92832267,181.84209458,0.92832267,16.682,0.08945,0.09074,-21.45,3.13,0.3985,112.03999,10.46,0.93,3,0
"486894",222.03160673,-1.66160958,222.03160673,-1.66160958,18.711,0.04282,0.04357,-17.77,1.41,0.3541,79.100006,8.75,0.55,3,0
"536005",180.00199447,-1.02796362,180.00199447,-1.02796362,16.286,0.04709,0.04834,-20.4,2.62,0.3181,8.019997,10.09,0.91,8,0
"319064",213.47956949,1.81821879,213.47956949,1.81821879,15.82,0.05568,0.05658,-21.29,8.51,0.7342,30.529999,10.48,0.97,8,0
"30476",175.49404823,-1.22624473,175.49404823,-1.22624473,16.142,0.10792,0.10926,-22.49,6.27,0.6909,75.100006,11.03,1.17,4,0
"534587",174.07996024,-0.94940658,174.07996024,-0.94940658,17.469,0.05071,0.05199,-19.39,2.88,0.7018,173.78,9.52,0.69,3,0
"347571",138.2035197,2.20800582,138.2035197,2.20800582,17.38,0.05673,0.05784,-19.83,6.12,0.8398,109.45999,10.06,1.18,8,0
"79681",222.67431798,0.00896269,222.67431798,0.00896269,19.293,0.0431,0.04384,-17.37,2.12,0.42,43.070007,8.92,0.96,3,0
"301347",133.52477198,1.18650381,133.52477198,1.18650381,16.614,0.04471,0.04576,-20.0,3.33,0.4281,173.07,9.66,0.58,3,0
"511789",215.9924649,-1.12841864,215.9924649,-1.12841864,17.159,0.03437,0.03522,-18.81,7.44,0.8743,109.700005,9.02,0.36,8,0
"69824",176.80058847,0.11002592,176.80058847,0.11002592,16.602,0.11091,0.11225,-22.12,3.34,0.4365,120.73,11.06,1.42,4,0
"22844",179.27470942,1.12559234,179.27470942,1.12559234,14.357,0.03952,0.04076,-22.04,6.4,0.5804,146.89,10.98,1.2,8,0
"594946",222.62918004,-0.12903176,222.62918004,-0.12903176,17.183,0.0439,0.04464,-19.34,2.53,0.2762,144.25,9.88,1.19,8,0
"583805",176.77161176,-0.02646721,176.77161176,-0.02646721,15.943,0.06099,0.06227,-21.4,2.8,0.239,96.689995,10.69,1.19,3,0
"251887",220.95547809,1.92599891,220.95547809,1.92599891,14.623,0.07861,0.0794,-23.29,11.77,0.4936,136.05,11.35,1.11,8,0
"592876",214.42145395,-0.14421102,214.42145395,-0.14421102,17.202,0.04965,0.05053,-19.59,6.14,0.5895,56.850006,9.46,0.54,3,0
"548947",129.82095935,-0.61351413,129.82095935,-0.61351413,15.286,0.0509,0.05191,-21.68,7.68,0.6594,52.36,10.67,1.0,8,0
"203037",132.2566078,-0.34910161,132.2566078,-0.34910161,18.193,0.01479,0.01543,-17.28,11.64,0.0642,73.61,8.59,0.55,8,0
"296636",212.66107967,1.42495504,212.66107967,1.42495504,16.688,0.0463,0.0472,-19.97,1.63,0.5647,75.78,10.12,1.18,8,0
"319390",214.30114341,1.89628249,214.30114341,1.89628249,17.351,0.05696,0.05785,-19.76,4.8,0.6932,79.349976,9.8,0.89,3,0
"205149",140.75980515,-0.33862699,140.75980515,-0.33862699,19.42,0.0707,0.07186,-19.8,3.76,0.0014,116.53,10.69,3.05,3,1
"288852",180.37831113,1.70574816,180.37831113,1.70574816,16.283,0.0783,0.07958,-21.58,2.11,0.1999,157.48,10.7,1.14,3,0
"372044",134.0813176,1.06986255,134.0813176,1.06986255,19.703,0.04072,0.04177,-17.52,2.48,0.2095,8.399994,9.3,1.21,8,1
"381160",131.66053406,1.73812095,131.66053406,1.73812095,16.996,0.05103,0.05206,-19.87,2.03,0.5821,42.809998,10.06,1.17,8,0
"228278",216.82265646,1.09652228,216.82265646,1.09652228,17.833,0.0266,0.02741,-17.55,6.3,0.6492,67.100006,8.51,0.35,8,0
"220374",181.3284587,1.63756437,181.3284587,1.63756437,16.608,0.01865,0.02058,-18.16,2.68,0.4901,131.04,9.28,1.0,8,0
"544859",217.36222685,-0.87501493,217.36222685,-0.87501493,16.361,0.10419,0.10507,-22.18,3.48,0.5727,75.76999,10.9,1.18,4,0
"493812",222.52657041,-1.16131383,222.52657041,-1.16131383,17.377,0.04321,0.04395,-19.17,4.87,0.4466,163.15,9.54,0.85,8,0
"506070",223.04247211,-1.87253842,223.04247211,-1.87253842,16.767,0.03468,0.03541,-19.22,3.18,0.4891,83.67999,9.22,0.4,8,0
"621916",129.00012762,0.67804944,129.00012762,0.67804944,16.89,0.01343,0.01391,-17.05,1.76,0.1621,161.45999,8.98,1.14,8,0
"623682",139.86924605,0.70465735,139.86924605,0.70465735,17.392,0.05647,0.05761,-19.69,2.31,0.2401,143.49,9.49,0.5,3,0
"609714",176.93616725,0.38093868,176.93616725,0.38093868,17.34,0.08562,0.08693,-20.78,2.19,0.7527,137.89,10.51,1.37,3,0
"65083",221.62489792,-0.32968511,221.62489792,-0.32968511,16.745,0.08259,0.08338,-21.25,2.12,0.4675,177.93,10.64,1.27,3,0
"551576",140.62741364,-0.43842802,140.62741364,-0.43842802,17.328,0.05532,0.05647,-19.72,2.66,0.4273,85.6,10.07,1.27,8,0
"376282",132.76406242,1.36689991,132.76406242,1.36689991,16.868,0.03865,0.03968,-19.51,11.3,0.6965,62.160004,9.39,0.46,8,0
"238402",214.17128344,1.75486565,214.17128344,1.75486565,17.696,0.0536,0.05449,-19.19,3.39,0.4222,147.88,9.74,1.1,3,0
"321059",220.98488226,1.60417529,220.98488226,1.60417529,13.625,0.00582,0.007,-18.86,6.98,0.6296,61.059998,9.67,1.1,8,0
"508074",215.84806913,-1.6916802,215.84806913,-1.6916802,16.809,0.0916,0.0925,-21.38,3.63,0.5875,47.070007,10.52,1.04,3,0
"516817",129.30335723,2.26924787,129.30335723,2.26924787,18.424,0.03952,0.0405,-17.87,1.12,0.4144,144.58,8.76,0.51,3,0
"278349",130.42737184,0.81547425,130.42737184,0.81547425,17.117,0.07933,0.08037,-20.79,2.99,0.3238,72.57999,10.44,1.24,3,0
"600779",137.32689223,0.40589718,137.32689223,0.40589718,16.155,0.06935,0.07047,-21.43,5.31,0.3198,170.64,10.49,0.94,3,0
"511535",214.69854269,-1.18198038,214.69854269,-1.18198038,16.2,0.08227,0.08318,-21.76,3.13,0.0605,62.70999,10.91,1.36,8,0
"77714",214.42481003,0.18985772,214.42481003,0.18985772,17.113,0.05375,0.05464,-19.83,4.53,0.4072,88.16,10.01,1.12,8,0
"396781",174.98272943,1.51206079,174.98272943,1.51206079,15.342,0.07579,0.07709,-22.63,4.25,0.4894,161.06,11.32,1.38,8,0
"143736",177.28799333,-1.36243627,177.28799333,-1.36243627,16.042,0.08111,0.08242,-22.01,4.49,0.6303,107.05,10.96,1.3,8,0
"198307",138.94129883,-0.80737711,138.94129883,-0.80737711,19.064,0.05336,0.05449,-19.27,5.09,0.5561,166.36,10.4,1.71,8,1
"136624",175.82106147,-1.64417448,175.82106147,-1.64417448,16.263,0.04505,0.04632,-20.35,2.24,0.5198,20.51001,10.28,1.19,8,0
"609289",174.78625971,0.2970348,174.78625971,0.2970348,16.621,0.10639,0.10773,-22.0,4.43,0.5235,2.5800018,10.99,1.39,4,0
"250244",214.3636456,1.98002957,214.3636456,1.98002957,18.483,0.0553,0.05618,-18.54,1.18,0.3254,102.450005,9.53,1.17,3,0
"47376",212.62519031,-0.79765354,212.62519031,-0.79765354,18.483,0.05444,0.05536,-18.56,0.94,0.4106,50.59001,9.61,1.25,3,0
"202745",130.93342305,-0.2122157,130.93342305,-0.2122157,15.792,0.04991,0.05093,-21.07,6.33,0.7879,163.95001,10.65,1.3,8,0
"601400",139.65264225,0.3475607,139.65264225,0.3475607,17.545,0.09123,0.0924,-20.65,1.03,0.2182,21.23999,10.33,1.19,3,0
"137328",178.05720973,-1.64664661,178.05720973,-1.64664661,17.536,0.08436,0.08567,-20.51,2.16,0.628,55.67,10.3,1.21,3,0
"54198",177.15680273,-0.2340642,177.15680273,-0.2340642,15.487,0.04784,0.0491,-21.34,9.78,0.7118,119.38,10.55,1.02,8,0
"486872",221.88822395,-1.64566507,221.88822395,-1.64566507,15.25,0.04287,0.04362,-21.22,6.32,0.4233,142.75,10.43,0.92,8,0
"137921",180.07615729,-1.7353832,180.07615729,-1.7353832,19.35,0.02108,0.02271,-15.61,0.91,0.2695,92.18001,8.75,1.59,8,6
"279758",139.22271881,0.96636444,139.22271881,0.96636444,16.561,0.05208,0.0532,-20.36,2.79,0.2504,49.20999,10.01,0.84,8,1
"611000",182.8810868,0.22881258,182.8810868,0.22881258,16.682,0.07773,0.079,-21.22,1.75,0.7428,36.199997,10.68,1.33,3,1
"537004",183.69684801,-0.91797479,183.69684801,-0.91797479,17.389,0.07921,0.08048,-20.48,1.79,0.5167,24.299988,10.34,1.27,3,0
"594787",221.69157201,-0.09866591,221.69157201,-0.09866591,15.635,0.10152,0.10232,-22.94,3.37,0.329,120.68,11.3,1.29,4,0
"86222",185.83707214,0.58436725,185.83707214,0.58436725,16.296,0.0734,0.07465,-21.43,2.86,0.57,110.25,10.74,1.29,3,0
"322913",129.45141736,1.53769963,129.45141736,1.53769963,16.722,0.07247,0.07349,-20.9,2.07,0.0635,97.9,10.45,1.16,3,0
"23118",180.40972695,1.18268487,180.40972695,1.18268487,17.425,0.0818,0.08309,-20.57,1.41,0.3399,95.62,10.34,1.2,3,0
"859364",131.75691827,1.90218886,131.75691827,1.90218886,19.976,0.03802,0.03904,-16.46,2.07,0.5552,57.22,9.12,2.16,8,6
"508632",217.64673016,-1.66712911,217.64673016,-1.66712911,15.902,0.05672,0.05756,-21.21,4.41,0.2081,3.519989,10.56,1.14,8,0
"251792",220.34346714,1.92662774,220.34346714,1.92662774,16.591,0.07273,0.07352,-21.12,1.78,0.765,69.42,10.65,1.33,3,0
"144278",179.50602383,-1.37929778,179.50602383,-1.37929778,16.481,0.08058,0.08188,-21.45,2.49,0.4181,64.770004,10.74,1.29,3,0
"65418",223.05693493,-0.25942551,223.05693493,-0.25942551,19.042,0.04382,0.04455,-18.18,7.03,0.7041,77.93,8.89,0.55,3,0
"544328",215.12470265,-0.90854463,215.12470265,-0.90854463,16.812,0.08651,0.08742,-21.31,3.17,0.1489,154.05,10.47,1.01,3,0
"417486",131.32368836,2.2805638,131.32368836,2.2805638,17.036,0.05004,0.05106,-19.81,2.87,0.012,101.3,10.09,1.22,8,0
"54921",179.99837449,-0.29094967,179.99837449,-0.29094967,16.235,0.09366,0.09497,-22.06,3.3,0.1678,166.83,10.99,1.33,8,0
"144335",179.75917021,-1.31307917,179.75917021,-1.31307917,15.75,0.08123,0.08253,-22.29,5.68,0.3301,13.700012,11.09,1.31,8,0
"663440",140.6379418,-0.97045501,140.6379418,-0.97045501,15.342,0.02307,0.02406,-19.79,2.36,0.1309,24.26001,9.95,1.02,8,0
"594845",222.03376033,-0.05643623,222.03376033,-0.05643623,16.946,0.08569,0.08647,-21.12,1.61,0.6058,146.3,10.6,1.3,3,0
"298482",220.08104294,1.33920227,220.08104294,1.33920227,15.658,0.08455,0.08536,-22.37,1.27,0.0129,26.230011,10.89,1.01,3,0
"348219",140.72248327,2.33118759,140.72248327,2.33118759,16.919,0.08525,0.08642,-21.12,2.05,0.4694,152.87,10.64,1.32,3,1
"15318",215.09472838,0.72306539,215.09472838,0.72306539,17.407,0.08395,0.08485,-20.62,1.76,0.68,160.01001,10.3,1.17,3,0
"98880",180.31149663,0.93981778,180.31149663,0.93981778,15.385,0.08526,0.08655,-22.63,4.77,0.2276,107.89,11.2,1.3,8,0
"144012",178.68893427,-1.42965398,178.68893427,-1.42965398,16.173,0.07705,0.07835,-21.61,2.86,0.0581,119.0,10.81,1.28,3,0
"177226",176.09724811,-1.85128766,176.09724811,-1.85128766,15.8,0.10811,0.10945,-22.88,6.65,0.4076,75.26001,11.35,1.4,4,0
"561696",184.5883906,-0.45156019,184.5883906,-0.45156019,16.683,0.07129,0.07255,-20.98,2.08,0.5714,32.539993,10.58,1.32,3,0
"519009",138.80942392,2.85198513,138.80942392,2.85198513,17.349,0.02585,0.02685,-17.96,3.45,0.6797,60.73001,8.86,0.57,8,0
"55346",181.69377646,-0.2737468,181.69377646,-0.2737468,17.325,0.03352,0.03475,-18.61,3.64,0.4456,32.22,9.1,0.55,8,0
"537367",184.9611241,-0.87822763,184.9611241,-0.87822763,18.029,0.04007,0.04129,-18.31,1.11,0.3288,71.45999,9.14,0.77,8,0
"136953",176.5292686,-1.76883269,176.5292686,-1.76883269,17.428,0.0841,0.08541,-20.6,2.48,0.7124,100.6,10.42,1.31,3,0
"208892",130.7545533,0.16932554,130.7545533,0.16932554,16.626,0.02927,0.03027,-19.17,10.95,0.4807,172.85,9.39,0.63,8,0
"544507",215.85449648,-1.03608381,215.85449648,-1.03608381,17.015,0.05496,0.05583,-19.99,4.21,0.164,23.350006,9.61,0.53,3,0
"79330",221.04734827,0.18326143,221.04734827,0.18326143,19.419,0.02905,0.0298,-18.08,3.46,0.3823,162.4,8.77,0.39,8,3
"568958",216.97916102,-0.56252679,216.97916102,-0.56252679,15.839,0.07865,0.07952,-22.22,3.03,0.3958,15.899994,10.78,0.92,3,0
"402988",178.35523661,1.90543604,178.35523661,1.90543604,17.414,0.03951,0.04075,-18.88,1.13,0.0769,163.01,9.4,0.81,8,0
"508594",217.56745035,-1.57356331,217.56745035,-1.57356331,17.677,0.05549,0.05633,-19.39,1.29,0.3308,40.190002,9.59,0.81,3,0
"49668",222.04018154,-0.69329703,222.04018154,-0.69329703,17.15,0.02737,0.02809,-18.6,3.13,0.6435,68.22,9.26,0.69,8,1
"570090",221.89540658,-0.51579302,221.89540658,-0.51579302,15.886,0.03447,0.03522,-20.25,12.58,0.8613,59.089996,10.11,0.99,8,0
"227091",212.04721021,1.28115947,212.04721021,1.28115947,19.315,0.06547,0.0664,-19.92,1.15,0.3652,74.40999,10.65,1.96,3,1
"70639",180.74175165,0.14129241,180.74175165,0.14129241,16.51,0.07891,0.08019,-21.33,2.53,0.1058,177.79999,10.49,1.01,3,0
"144846",181.78978555,-1.25257586,181.78978555,-1.25257586,15.4,0.03737,0.0386,-20.76,7.01,0.0766,163.51001,10.02,0.63,8,0
"492945",218.9017597,-1.38211346,218.9017597,-1.38211346,17.371,0.05615,0.05697,-19.67,1.79,0.3666,74.11,9.57,0.64,3,0
"485799",217.50334752,-1.81857795,217.50334752,-1.81857795,16.646,0.0532,0.05404,-20.49,12.26,0.5905,140.69,10.21,0.99,8,1
"545925",221.83194902,-0.957512,221.83194902,-0.957512,14.874,0.03456,0.03531,-21.16,8.77,0.0938,92.12,10.16,0.61,8,0
"298139",218.50271186,1.24832467,218.50271186,1.24832467,17.105,0.09384,0.09469,-21.2,2.94,0.8031,33.799988,10.55,1.2,3,0
