CUBEIDPUB,CUBEID,CATID,PA_STELKIN,PA_STELKIN_ERR,SIGMA_RE,SIGMA_RE_ERR,LAMBDAR_RE,LAMBDAR_RE_ERR,VSIGMA_RE,VSIGMA_RE_ERR,MEAN_K51_RE,APER_CORR_FLAG
"9239900003_A","9239900003_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900003",133.5,4.1666665,210.61263,2.0652595,0.2529773,0.009523244,0.2643918,0.00889,0.07088771,0.0
"9239900004_A","9239900004_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900004",262.5,0.75,302.5444,1.9116426,0.2849741,0.0036565298,0.31251505,0.0034802787,0.024034947,0.0
"9239900009_A","9239900009_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900009",336.0,0.8333333,231.15112,2.1157146,0.5043895,0.006501604,0.61540323,0.008750763,0.016600307,0.0
"9239900010_A","9239900010_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900010",124.0,6.5,150.41013,3.5591638,,,,,,
"9239900011_A","9239900011_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900011",,,,,,,,,,
"9239900012_A","9239900012_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900012",200.0,3.9166667,142.414,1.6192406,,,,,,0.0
"9239900013_A","9239900013_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900013",191.0,3.1666667,186.28732,2.903941,,,,,,
"9239900017_A","9239900017_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900017",298.5,29.83333,102.794,1.7828008,,,,,,0.0
"9239900019_A","9239900019_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900019",263.0,12.0,76.71325,2.1194036,0.13798761,0.023615098,0.16936316,0.022894818,0.19364901,0.0
"9239900020_A","9239900020_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900020",308.0,4.75,204.22688,2.3722703,0.15960537,0.006552847,0.1549185,0.0053553334,0.115599275,1.0
"9239900024_B","9239900024_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900024",,,,,,,,,,
"9239900024_A","9239900024_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900024",132.5,1.4166666,118.51688,1.244431,0.25431117,0.006975041,0.2605126,0.0068870364,0.02386921,0.0
"9239900034_A","9239900034_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900034",64.5,2.4166667,139.82613,2.0015087,,,,,,0.0
"9239900035_A","9239900035_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900035",235.0,1.25,113.74268,1.8850222,0.5742624,0.008918134,0.68557334,0.013139977,0.02947798,0.0
"9239900038_A","9239900038_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900038",141.5,6.5833335,,,,,,,,
"9239900039_A","9239900039_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900039",280.5,4.3333335,117.77833,1.7408134,0.22872905,0.014343321,0.24953116,0.014115951,0.106024414,0.0
"9239900040_A","9239900040_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900040",187.5,29.916666,,,,,,,,
"9239900054_A","9239900054_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900054",188.0,1.1666666,144.92233,1.2572846,0.33935902,0.005732952,0.34904465,0.0058389045,0.045110036,0.0
"9239900056_A","9239900056_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900056",176.0,1.7499987,172.5467,1.7144471,,,,,,0.0
"9239900060_A","9239900060_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900060",,,,,,,,,,
"9239900063_A","9239900063_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900063",256.5,3.5833333,112.48816,3.343986,0.4701221,0.019816399,0.5537701,0.026483404,0.06861447,0.0
"9239900067_A","9239900067_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900067",50.5,8.666667,125.5107,2.977253,,,,,,
"9239900068_A","9239900068_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900068",342.0,11.083332,79.879745,1.7973155,,,,,,
"9239900071_A","9239900071_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900071",275.5,8.833333,99.54959,3.866675,0.55487347,0.028480804,0.691026,0.047538787,0.08824374,0.0
"9239900082_A","9239900082_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900082",240.5,2.0,125.9975,2.7508302,0.4732303,0.011833209,0.5277617,0.012411885,0.04554719,1.0
"9239900088_A","9239900088_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900088",278.5,1.1666666,135.87476,1.3967528,0.3795323,0.00847837,0.4422932,0.010324351,0.043118954,0.0
"9239900100_A","9239900100_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900100",149.0,1.0833334,180.6826,1.3283278,0.23106003,0.006446837,0.24903657,0.006497787,0.033060625,0.0
"9239900105_A","9239900105_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900105",125.5,1.0833334,205.8663,1.6915221,0.3539988,0.0055761985,0.37494183,0.0058449884,0.030515637,0.0
"9239900106_A","9239900106_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900106",24.0,5.3333335,73.1838,2.0083055,,,,,,
"9239900107_A","9239900107_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900107",120.0,1.5,109.311966,1.0608814,0.4478794,0.00892314,0.538642,0.011701333,0.028866172,0.0
"9239900108_A","9239900108_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900108",285.5,1.75,,,0.25623003,0.0041665393,0.27865237,0.003727585,0.049977135,1.0
"9239900112_A","9239900112_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900112",297.0,3.3333333,106.34677,2.6096172,0.38003406,0.018516906,0.4748089,0.023144929,0.07759552,0.0
"9239900114_A","9239900114_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900114",229.5,14.0,141.78433,4.08756,,,,,,
"9239900117_A","9239900117_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900117",258.0,3.75,73.68393,2.253903,0.37558407,0.025586514,0.43861386,0.030328164,0.07401433,0.0
"9239900118_A","9239900118_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900118",,,,,,,,,,
"9239900119_A","9239900119_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900119",215.5,0.8333333,151.20284,1.6728271,0.4483562,0.0065181064,0.4662416,0.0073614246,0.037401814,0.0
"9239900120_A","9239900120_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900120",307.5,1.8333334,105.6493,1.308982,0.29954508,0.010357231,0.31431556,0.010517386,0.05353581,0.0
"9239900122_A","9239900122_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900122",222.0,4.25,191.85736,4.8482585,0.25462624,0.011124714,0.27496475,0.010847793,0.07356699,1.0
"9239900125_A","9239900125_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900125",300.0,0.8333333,211.12189,1.7348208,0.35853523,0.007486265,0.42086986,0.008309548,0.012156377,0.0
"9239900126_A","9239900126_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900126",95.5,29.916666,,,,,,,,
"9239900127_A","9239900127_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900127",37.0,3.75,,,,,,,,
"9239900131_A","9239900131_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900131",190.0,2.1666667,104.63594,2.227174,0.4582716,0.019971376,0.5909833,0.027833113,0.02774409,0.0
"9239900135_A","9239900135_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900135",228.0,3.3333333,110.92928,1.5592002,0.21599866,0.013533086,0.22834763,0.013175752,,0.0
"9239900136_A","9239900136_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900136",56.5,0.75,242.85019,2.2163358,0.36771226,0.006652977,0.44096962,0.0077645537,0.013345373,0.0
"9239900138_A","9239900138_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900138",12.5,29.916666,164.08263,4.2240286,,,,,,
"9239900141_A","9239900141_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900141",7.5,1.5833334,78.93273,2.1797395,0.6260683,0.019609889,0.9099492,0.04431554,0.02859154,0.0
"9239900142_A","9239900142_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900142",93.5,29.916666,44.06422,3.7393515,,,,,,
"9239900145_A","9239900145_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900145",38.0,28.916664,170.6009,2.3910773,0.09254717,0.009087997,0.09910792,0.008450618,1.147203,1.0
"9239900146_A","9239900146_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900146",257.0,3.6666667,97.79604,3.8026152,0.5479977,0.0289961,0.7703698,0.051335517,0.040288754,0.0
"9239900147_A","9239900147_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900147",345.5,9.666665,136.9517,4.118811,0.1874809,0.02388374,0.21103933,0.023904108,0.21287605,1.0
"9239900150_A","9239900150_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900150",353.0,2.8333333,107.076126,1.591509,0.3010441,0.012162725,0.32541782,0.012644441,0.033782125,0.0
"9239900152_A","9239900152_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900152",107.0,2.0833333,263.53696,2.2002654,0.17651394,0.0051043606,0.18179475,0.0044947485,0.03196658,0.0
"9239900155_A","9239900155_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900155",36.0,2.0,131.4568,2.647565,0.6805168,0.010878987,1.1042792,0.029156048,0.023474103,0.0
"9239900161_A","9239900161_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900161",323.0,2.6666667,,,,,,,,
"9239900167_A","9239900167_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900167",50.0,1.0833334,222.4191,1.9743154,0.39116064,0.005455602,0.4485587,0.0058508664,0.041340172,0.0
"9239900169_A","9239900169_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900169",264.5,0.9166667,125.24161,1.4319227,0.44729272,0.009462402,0.5315415,0.012742711,0.055555973,0.0
"9239900175_A","9239900175_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900175",161.0,4.75,94.137535,2.8051567,0.2602017,0.025762754,0.29037502,0.03007762,,0.0
"9403800347_A","9403800347_blue_red_11_Y16SBR1_P002_A4038T031_2016_09_28-2016_10_04","9403800347",,,,,,,,,,
"9239900178_A","9239900178_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900178",344.5,1.1666666,137.94933,1.5784954,0.461695,0.0096991,0.57618546,0.01384572,0.02874646,0.0
"9239900180_A","9239900180_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900180",2.0,11.999997,65.95321,4.262916,,,,,,
"9239900182_A","9239900182_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900182",330.0,1.1666666,156.6439,1.8771256,0.54693496,0.008516637,0.6884389,0.013260705,0.02025408,0.0
"9239900185_A","9239900185_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900185",230.0,3.5833333,104.703766,2.5978618,0.37222126,0.021660194,0.44672272,0.02643758,0.074677326,0.0
"9239900196_A","9239900196_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900196",25.0,29.916666,63.086338,2.2335806,0.11082247,0.02733006,0.12597774,0.02899441,0.42763674,0.0
"9239900202_A","9239900202_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900202",30.0,3.0,78.23793,1.9730574,0.36652574,0.022612007,0.42105836,0.024600565,0.09562529,0.0
"9239900202_B","9239900202_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900202",,,,,,,,,,
"9239900205_A","9239900205_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900205",248.5,29.83333,,,0.114158586,0.007891938,0.11975802,0.007609329,0.41671187,1.0
"9239900208_B","9239900208_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900208",,,,,,,,,,
"9239900208_A","9239900208_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900208",356.5,3.249999,81.783325,2.946638,0.595369,0.026091915,0.8076882,0.051767323,0.03640817,0.0
"9239900211_A","9239900211_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900211",167.0,0.9166667,168.53073,1.4970992,0.42021576,0.0060704546,0.47331336,0.0071451846,0.011284932,0.0
"9239900212_A","9239900212_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900212",88.0,1.25,116.88679,2.0539558,0.4907768,0.010596547,0.5297667,0.012524281,0.060530443,0.0
"9239900222_A","9239900222_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900222",246.0,3.3333333,62.953373,2.254777,0.36109975,0.024987383,0.4126236,0.029707398,0.08112848,0.0
"9239900236_A","9239900236_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900236",132.0,1.9166666,,,,,,,,
"9239900237_A","9239900237_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900237",88.0,1.8333334,88.82832,2.5937934,0.42515796,0.017322233,0.53682727,0.023350481,0.0643201,0.0
"9239900242_B","9239900242_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900242",,,,,,,,,,
"9239900242_A","9239900242_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900242",191.0,29.83333,126.49092,1.3477979,0.053421948,0.009881246,0.0604438,0.009301757,0.58829415,0.0
"9239900246_A","9239900246_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900246",335.5,1.3333334,118.95884,1.7025317,0.52789104,0.01059781,0.6611666,0.016611759,0.03483591,0.0
"9239900248_A","9239900248_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900248",215.5,2.3333333,139.43953,1.6500523,0.11082752,0.012330578,0.1269671,0.012006529,0.15212388,0.0
"9239900256_A","9239900256_blue_red_7_Y13SBR1_P004_A2399T002_2013_08_30-2013_09_04","9239900256",146.5,1.0,155.27365,1.2927629,0.396752,0.0052306755,0.42231452,0.005414244,0.033044957,0.0
"9239900268_A","9239900268_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900268",195.0,1.0833334,150.92224,1.6007928,0.34806487,0.00815043,0.36490062,0.0085048415,0.026138535,0.0
"9239900268_B","9239900268_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900268",,,,,,,,,,
"9239900272_A","9239900272_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900272",253.5,7.6666665,81.79775,4.2325997,0.56927854,0.053124525,0.7436939,0.08544255,0.043247588,1.0
"9239900277_A","9239900277_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900277",258.0,3.3333333,99.07762,1.404872,0.19871755,0.0095696645,0.20139834,0.008394257,0.07210824,0.0
"9239900289_B","9239900289_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900289",,,,,,,,,,
"9239900289_A","9239900289_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900289",140.5,0.75,162.14554,1.3025393,0.5924091,0.005735031,0.81503266,0.010484311,0.016895825,0.0
"9239900293_A","9239900293_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900293",79.0,5.1666665,110.829285,3.7209606,0.26406005,0.039792303,0.32516047,0.047478873,0.07906921,0.0
"9239900300_A","9239900300_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900300",42.5,0.6666667,180.05748,1.735197,0.5288488,0.006156495,0.6529495,0.008973793,0.00997182,0.0
"9239900315_A","9239900315_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900315",348.0,8.166667,110.352005,1.7277591,,,,,,0.0
"9239900327_A","9239900327_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900327",98.0,11.5,68.731514,3.1925902,0.19651517,0.0391663,0.22807981,0.035408694,0.26226968,0.0
"9239900337_A","9239900337_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900337",90.0,0.16666667,107.43561,2.6944623,0.5957837,0.021740928,0.8417277,0.043668,0.014421894,0.0
"9239900342_A","9239900342_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900342",150.0,3.1666667,97.07242,3.2745929,0.51096565,0.025188468,0.66665244,0.03750462,0.04641614,0.0
"9239900345_A","9239900345_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900345",93.5,2.6666667,108.698654,1.3505033,,,,,,0.0
"9239900346_A","9239900346_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900346",110.0,6.5,60.140366,2.7399223,0.32555082,0.03337621,0.35345185,0.03322086,,0.0
"9239900354_A","9239900354_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900354",115.5,1.4166666,123.965004,1.5459559,0.4579572,0.011749586,0.5064179,0.014401696,0.052824423,0.0
"9239900357_A","9239900357_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900357",58.0,5.4166665,65.94408,3.2615871,,,,,,
"9239900362_A","9239900362_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900362",157.5,13.833331,197.92197,2.6267743,0.094485,0.0083314255,0.09817496,0.0072124354,0.16015652,1.0
"9239900366_A","9239900366_blue_red_8_Y15SAR4_P005_A2399T019_2015_05_14-2015_05_20","9239900366",75.5,3.5,96.52628,4.155476,0.3867488,0.023332063,0.48406187,0.026914818,0.10168003,1.0
"9239900370_A","9239900370_blue_red_7_Y15SBR1_P002_A2399T025_2015_08_12-2015_08_17","9239900370",81.5,5.75,98.04255,3.0375319,0.40284285,0.029476225,0.48185113,0.03474048,0.105299875,0.0
"9239900385_A","9239900385_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900385",141.5,1.3333334,112.27479,2.1363556,0.5199985,0.015027863,0.66234523,0.022852195,0.03249105,0.0
"9239900386_A","9239900386_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900386",260.5,1.1666666,210.11996,2.0718281,0.19741128,0.007836648,0.21952291,0.007596058,0.050360784,0.0
"9239900390_A","9239900390_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900390",164.0,0.5833333,245.04036,1.5087755,0.36516142,0.0048074266,0.40985113,0.004976565,0.015373442,0.0
"9239900395_A","9239900395_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900395",86.5,7.3333335,65.715744,2.1519659,,,,,,
"9239900398_A","9239900398_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900398",256.0,2.4166667,122.51304,2.102925,0.21398261,0.017773196,0.22346433,0.017479144,,0.0
"9239900403_A","9239900403_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900403",133.5,1.9166666,161.6795,1.4619433,0.25802505,0.0071798684,0.27120158,0.007120224,0.039711617,0.0
"9239900408_A","9239900408_blue_red_7_Y13SBR1_P003_A2399T001_2013_08_30-2013_09_04","9239900408",20.5,1.0,96.311035,1.7304341,0.57339126,0.008038737,0.68340635,0.011599799,0.039723326,0.0
"9239900416_A","9239900416_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900416",9.0,29.499998,45.344593,3.0800781,,,,,,
"9239900446_A","9239900446_blue_red_7_Y16SAR4_P003_A2399T027_2016_09_01-2016_09_05","9239900446",,,,,,,,,,
"9239900446_B","9239900446_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900446",171.0,1.6666666,99.50789,2.4999611,0.43495798,0.015991822,0.5357964,0.020475486,0.026842928,0.0
"9239900457_A","9239900457_blue_red_7_Y13SBR1_P005_A2399T003_2013_08_30-2013_09_04","9239900457",146.0,1.3333334,212.0808,1.5542041,0.30181935,0.007500666,0.334683,0.0073262136,0.0326024,0.0
"9239900465_A","9239900465_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900465",250.5,7.1666665,102.84374,5.1291895,0.50787866,0.027002642,0.63520765,0.03933302,0.062617354,1.0
"9239900478_A","9239900478_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900478",103.5,1.25,136.1374,1.5974696,0.44520387,0.009177829,0.53505474,0.01201428,0.03300835,0.0
"9239900492_A","9239900492_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900492",141.5,1.0,159.86755,1.4112324,0.41582727,0.006301042,0.44975778,0.0069784317,0.031268615,0.0
"9239900501_A","9239900501_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900501",116.5,4.1666665,65.81499,1.9419607,0.32725266,0.02127081,0.3869683,0.023866769,0.049711116,0.0
"9239900536_A","9239900536_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900536",326.0,5.25,,,,,,,,
"9239900540_A","9239900540_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900540",189.0,8.416665,101.88933,2.361557,0.18984126,0.020655856,0.20642176,0.020343343,0.15834129,0.0
"9239900555_A","9239900555_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900555",324.0,2.25,,,0.59179765,0.007964179,0.7063036,0.0063518723,0.07008979,1.0
"9239900565_A","9239900565_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900565",199.5,3.1666667,49.600307,2.6503298,,,,,,
"9239900567_A","9239900567_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900567",166.0,3.9166667,72.44401,2.1774745,0.34018853,0.026184944,0.39024708,0.034223124,0.093997054,0.0
"9239900579_A","9239900579_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900579",341.5,29.916666,63.069443,4.966264,,,,,,
"9239900588_A","9239900588_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900588",337.5,0.5833333,163.39322,1.2493415,0.47083083,0.0055335904,0.5381366,0.0070560616,0.029643008,0.0
"9239900615_A","9239900615_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900615",55.5,1.4166666,,,0.6240849,0.012634025,0.84003663,0.020096712,0.0468021,1.0
"9239900630_A","9239900630_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900630",314.0,0.75,137.3732,1.7693951,0.6355911,0.0066160695,0.82617253,0.012516109,0.02495161,0.0
"9239900641_A","9239900641_blue_red_7_Y13SBR1_P006_A2399T004_2013_08_30-2013_09_04","9239900641",134.0,1.4166666,181.46306,2.5368118,0.6147168,0.009199083,0.88244176,0.01832853,0.027738871,0.0
"9239900643_A","9239900643_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900643",,,,,,,,,,
"9239900645_A","9239900645_blue_red_9_Y14SAR4_P011_A2399T015_2014_05_23-2014_06_01","9239900645",,,,,,,,,,
"9239900659_A","9239900659_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239900659",317.5,2.25,86.5634,2.4168878,0.58796996,0.020295605,0.79795384,0.03836588,0.03734981,0.0
"9239900663_A","9239900663_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900663",140.5,1.4166666,106.264595,1.9377451,0.4912076,0.011360126,0.5877958,0.013888336,0.045408823,0.0
"9239900778_A","9239900778_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900778",344.0,3.9166667,66.38344,2.9660869,0.4309585,0.024263795,0.5455416,0.03224492,0.07154817,0.0
"9239900803_A","9239900803_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900803",144.0,2.25,84.09706,1.6170195,0.25563347,0.019681046,0.29064366,0.019285059,0.058377072,0.0
"9239900821_A","9239900821_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900821",152.0,2.1666667,133.41376,2.2107432,,,,,,
"9239900827_A","9239900827_blue_red_6_Y17SAR3_P013_A2399T034_2017_04_19-2017_05_01","9239900827",21.0,2.5,100.147606,2.2981393,0.5265255,0.01935873,0.6464914,0.027585268,0.07877686,0.0
"9239900852_A","9239900852_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239900852",251.5,0.8333333,114.04517,1.8928288,0.6717999,0.00832936,1.0228021,0.020357514,0.026136022,0.0
"9239900947_A","9239900947_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900947",171.0,17.499998,,,,,,,,
"9239900970_A","9239900970_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239900970",115.5,11.166667,117.34801,3.7113676,0.20068388,0.02184896,0.22292095,0.019786019,,1.0
"9239901001_A","9239901001_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239901001",30.0,3.1666667,204.43205,1.4496659,0.106113754,0.004642298,0.10868941,0.0040122597,0.09036306,0.0
"9239901020_A","9239901020_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239901020",185.5,2.999998,112.6051,1.5889564,,,,,,
"9239901025_A","9239901025_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239901025",201.5,5.1666665,85.09259,2.840472,0.5621634,0.029503834,0.76311755,0.05404812,0.08103595,0.0
"9239901098_A","9239901098_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239901098",280.0,3.0,69.57074,2.8342495,0.6180704,0.02994753,0.87926096,0.05546474,0.08803706,1.0
"9239901116_A","9239901116_blue_red_7_Y17SAR3_P014_A2399T035_2017_09_14-2017_09_26","9239901116",161.5,2.4166667,105.50265,2.2184672,0.3966945,0.015482254,0.45938098,0.018956145,0.07977158,0.0
"9239901179_A","9239901179_blue_red_9_Y17SBR1_P004_A2399T036_2018_05_07-2018_05_16","9239901179",305.0,2.1666667,108.04092,1.462938,,,,,,0.0
"9239901253_A","9239901253_blue_red_7_Y16SAR4_P003_A2399T029_2016_09_01-2016_09_05","9239901253",58.5,4.5,111.157524,2.460414,,,,,,0.0
