CUBEIDPUB,CUBEID,CATID,PA_GASKIN,PA_GASKIN_ERR
"9011900735_A","9011900735_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900735",9.5,2.0833318
"9011900752_A","9011900752_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900752",295.5,0.16666667
"9011900757_A","9011900757_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900757",182.0,0.9999978
"9011900759_A","9011900759_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900759",170.0,0.16666667
"9011900772_A","9011900772_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900772",164.5,0.16666667
"9011900774_A","9011900774_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900774",163.5,0.16666667
"9011900776_A","9011900776_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900776",268.5,0.16666667
"9011900783_A","9011900783_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900783",5.0,0.6666667
"9011900785_A","9011900785_blue_red_7_Y15SBR2_P003_A0119T040_2016_09_01-2016_09_05","9011900785",88.5,0.16666667
"9011900789_A","9011900789_blue_red_7_Y15SBR2_P006_A0119T035_2016_09_28-2016_10_04","9011900789",203.0,0.16666667
"9011900793_A","9011900793_blue_red_7_Y15SBR2_P001_A0119T030_2015_09_07-2015_09_13","9011900793",39.0,5.75
"9011900807_A","9011900807_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900807",315.5,0.16666667
"9011900816_A","9011900816_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900816",335.0,0.16666667
"9011900837_A","9011900837_blue_red_7_Y15SBR1_P006_A0119T037_2015_09_07-2015_09_13","9011900837",246.5,9.0
"9011900859_A","9011900859_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900859",34.5,0.16666667
"9011900865_A","9011900865_blue_red_12_Y15SBR2_P007_A0119T031_2016_09_28-2016_10_04","9011900865",177.0,0.16666667
"9011900865_B","9011900865_blue_red_10_Y15SBR2_P007_A0119T031_2017_09_14-2017_09_26","9011900865",167.5,3.6666667
"9011900874_A","9011900874_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900874",105.5,0.16666667
"9011900885_A","9011900885_blue_red_12_Y16SBR2_P001_A0119T047_2017_09_14-2017_09_26","9011900885",30.5,0.16666667
"9011900934_A","9011900934_blue_red_7_Y15SBR2_P006_A0119T027_2017_09_14-2017_09_26","9011900934",152.0,7.5
"9016800001_A","9016800001_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800001",138.5,0.16666667
"9016800002_A","9016800002_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800002",50.5,0.41666666
"9016800008_A","9016800008_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800008",293.0,0.16666667
"9016800009_A","9016800009_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800009",153.0,4.4166665
"9016800010_A","9016800010_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800010",253.5,0.25
"9016800013_A","9016800013_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800013",129.5,0.41666666
"9016800014_A","9016800014_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800014",112.0,0.16666667
"9016800014_B","9016800014_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800014",243.0,0.16666667
"9016800024_A","9016800024_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800024",113.0,0.16666667
"9016800037_A","9016800037_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800037",97.0,8.416667
"9016800038_B","9016800038_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800038",245.0,0.16666667
"9016800038_A","9016800038_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800038",71.0,0.8333333
"9016800039_A","9016800039_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800039",178.0,0.25
"9016800041_A","9016800041_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800041",188.5,0.16666667
"9016800047_A","9016800047_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800047",73.5,0.16666667
"9016800056_A","9016800056_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800056",190.5,0.16666667
"9016800061_A","9016800061_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800061",297.5,0.16666667
"9016800063_A","9016800063_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800063",59.0,0.16666667
"9016800065_A","9016800065_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800065",1.5,0.33333203
"9016800069_A","9016800069_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800069",92.5,0.16666667
"9016800071_A","9016800071_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800071",128.0,0.5
"9016800072_A","9016800072_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800072",249.0,0.33333334
"9016800074_A","9016800074_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800074",25.0,0.16666667
"9016800079_A","9016800079_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800079",309.0,0.16666667
"9016800080_A","9016800080_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800080",94.0,7.6666665
"9016800084_A","9016800084_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800084",262.5,0.33333334
"9016800087_B","9016800087_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800087",340.5,0.16666667
"9016800087_A","9016800087_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800087",331.0,0.16666667
"9016800089_A","9016800089_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800089",42.5,0.16666667
"9016800092_B","9016800092_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800092",307.0,0.16666667
"9016800092_A","9016800092_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800092",307.5,0.16666667
"9016800093_A","9016800093_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800093",123.5,0.16666667
"9016800094_A","9016800094_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800094",176.0,0.25
"9016800095_A","9016800095_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800095",245.5,0.16666667
"9016800105_A","9016800105_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800105",32.5,0.25
"9016800105_B","9016800105_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800105",46.0,0.33333334
"9016800106_A","9016800106_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800106",322.5,4.25
"9016800109_A","9016800109_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800109",344.5,0.16666667
"9016800110_A","9016800110_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800110",76.5,0.16666667
"9016800113_A","9016800113_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800113",39.5,0.16666667
"9016800123_A","9016800123_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800123",186.5,0.16666667
"9016800130_A","9016800130_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800130",183.5,0.8333333
"9016800131_A","9016800131_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800131",76.5,0.41666666
"9016800138_A","9016800138_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800138",276.0,0.25
"9016800143_B","9016800143_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800143",4.0,0.16666667
"9016800143_A","9016800143_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800143",184.5,0.16666667
"9016800144_A","9016800144_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800144",119.5,0.16666667
"9016800147_A","9016800147_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800147",308.0,0.16666667
"9016800153_A","9016800153_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800153",91.5,0.16666667
"9016800156_A","9016800156_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800156",112.5,0.16666667
"9016800160_A","9016800160_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800160",178.5,0.16666667
"9016800163_A","9016800163_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800163",193.0,0.6666667
"9016800167_A","9016800167_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800167",92.5,0.16666667
"9016800171_A","9016800171_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800171",107.5,10.5
"9016800171_B","9016800171_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800171",114.5,11.666664
"9016800185_A","9016800185_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800185",11.0,0.16666667
"9016800186_A","9016800186_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800186",255.0,0.5833333
"9016800187_A","9016800187_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800187",120.0,0.16666667
"9016800197_A","9016800197_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800197",41.5,3.4166667
"9016800216_A","9016800216_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800216",332.5,0.25
"9016800219_A","9016800219_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800219",58.5,0.16666667
"9016800222_A","9016800222_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800222",79.5,0.33333334
"9016800228_A","9016800228_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800228",122.5,0.16666667
"9016800229_A","9016800229_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800229",244.5,0.16666667
"9016800231_B","9016800231_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800231",193.0,0.16666667
"9016800231_A","9016800231_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800231",189.5,0.5833333
"9016800232_A","9016800232_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800232",275.5,0.16666667
"9016800234_A","9016800234_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800234",297.5,0.16666667
"9016800236_A","9016800236_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800236",296.5,0.16666667
"9016800241_A","9016800241_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800241",263.0,0.5833333
"9016800245_A","9016800245_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800245",82.5,0.16666667
"9016800246_A","9016800246_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800246",32.0,0.41666666
"9016800259_B","9016800259_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800259",229.0,0.16666667
"9016800259_A","9016800259_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800259",46.5,0.33333334
"9016800263_A","9016800263_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800263",288.5,0.16666667
"9016800266_B","9016800266_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800266",132.5,0.5833333
"9016800266_A","9016800266_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800266",126.5,0.16666667
"9016800272_A","9016800272_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800272",307.0,1.0
"9016800274_A","9016800274_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800274",214.0,0.5833333
"9016800275_A","9016800275_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800275",294.5,0.16666667
"9016800276_A","9016800276_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800276",356.5,0.6666667
"9016800287_A","9016800287_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800287",240.0,0.16666667
"9016800303_A","9016800303_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800303",206.5,0.16666667
"9016800304_A","9016800304_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800304",215.5,0.25
"9016800308_A","9016800308_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800308",25.5,0.16666667
"9016800314_A","9016800314_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800314",253.0,3.5833333
"9016800317_A","9016800317_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800317",91.0,0.16666667
"9016800318_A","9016800318_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800318",107.0,0.16666667
"9016800321_A","9016800321_blue_red_15_Y15SBR2_P004_A0168T029_2017_09_14-2017_09_26","9016800321",252.5,0.25
"9016800323_A","9016800323_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800323",221.0,0.16666667
"9016800343_A","9016800343_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800343",96.5,0.16666667
"9016800346_A","9016800346_blue_red_7_Y16SBR2_P004_A0168T036_2017_09_14-2017_09_26","9016800346",317.5,9.0
"9016800351_A","9016800351_blue_red_7_Y15SBR1_P003_A0168T032_2015_08_12-2015_08_17","9016800351",253.0,0.16666667
"9016800356_A","9016800356_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800356",293.5,0.5
"9016800358_B","9016800358_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800358",59.0,0.5
"9016800358_A","9016800358_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800358",66.5,0.16666667
"9016800385_B","9016800385_blue_red_8_Y15SBR1_P004_A0168T025_2017_09_14-2017_09_26","9016800385",104.0,0.16666667
"9016800385_A","9016800385_blue_red_9_Y15SBR1_P004_A0168T025_2015_09_07-2015_09_13","9016800385",102.5,0.25
"9016800386_A","9016800386_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800386",304.0,0.6666667
"9016800393_A","9016800393_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800393",91.5,0.16666667
"9016800396_A","9016800396_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800396",246.0,0.16666667
"9016800412_A","9016800412_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800412",73.5,0.16666667
"9016800416_A","9016800416_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800416",60.0,0.25
"9016800424_A","9016800424_blue_red_7_Y15SBR1_P005_A0168T027_2015_09_07-2015_09_13","9016800424",288.5,0.16666667
"9016800425_A","9016800425_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800425",220.5,0.16666667
"9016800428_A","9016800428_blue_red_8_Y15SBR1_P002_A0168T030_2015_08_12-2015_08_17","9016800428",300.0,0.16666667
"9016800440_A","9016800440_blue_red_8_Y15SBR1_P001_A0168T026_2015_08_12-2015_08_17","9016800440",272.5,0.16666667
"9016800559_A","9016800559_blue_red_7_Y13SBR1_P002_A0168T002_2013_08_30-2013_09_04","9016800559",162.0,0.16666667
"9044200001_A","9044200001_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200001",107.5,5.4166665
"9044200004_A","9044200004_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200004",11.0,13.666667
"9044200007_A","9044200007_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200007",83.0,9.333333
"9044200015_A","9044200015_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200015",278.5,0.16666667
"9044200025_A","9044200025_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200025",184.0,0.25
"9044200027_A","9044200027_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200027",70.0,11.083333
"9044200028_A","9044200028_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200028",111.0,0.16666667
"9044200032_A","9044200032_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200032",285.5,19.249998
"9044200042_A","9044200042_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200042",186.5,0.16666667
"9044200047_A","9044200047_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200047",64.5,0.33333334
"9044200057_A","9044200057_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200057",358.0,0.16666667
"9044200061_A","9044200061_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200061",59.5,0.16666667
"9044200062_A","9044200062_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200062",262.0,3.6666667
"9044200070_A","9044200070_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200070",324.0,0.16666667
"9044200075_A","9044200075_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200075",49.0,0.16666667
"9044200079_A","9044200079_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200079",193.5,0.16666667
"9044200090_A","9044200090_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200090",21.5,0.16666667
"9044200091_A","9044200091_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200091",329.5,0.41666666
"9044200104_A","9044200104_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200104",172.0,0.25
"9044200107_A","9044200107_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200107",236.5,0.16666667
"9044200121_A","9044200121_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200121",54.0,0.16666667
"9044200130_A","9044200130_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200130",172.5,1.0
"9044200138_A","9044200138_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200138",123.0,0.16666667
"9044200140_A","9044200140_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200140",82.0,0.16666667
"9044200147_A","9044200147_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200147",127.0,0.16666667
"9044200148_A","9044200148_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200148",221.5,0.25
"9044200155_A","9044200155_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200155",245.0,0.16666667
"9044200158_A","9044200158_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200158",322.5,12.333333
"9044200170_A","9044200170_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200170",347.5,0.16666667
"9044200175_A","9044200175_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200175",234.0,0.75
"9044200176_A","9044200176_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200176",211.5,6.5
"9044200179_A","9044200179_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200179",140.5,0.6666667
"9044200179_B","9044200179_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200179",154.0,5.25
"9044200188_A","9044200188_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200188",201.0,0.16666667
"9044200195_A","9044200195_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200195",360.0,0.16666667
"9044200204_A","9044200204_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200204",104.0,0.16666667
"9044200205_A","9044200205_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200205",136.5,0.16666667
"9044200215_A","9044200215_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200215",233.0,0.16666667
"9044200217_A","9044200217_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200217",140.5,0.33333334
"9044200248_A","9044200248_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200248",259.0,0.16666667
"9044200249_A","9044200249_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200249",73.5,0.33333334
"9044200269_A","9044200269_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200269",99.0,0.16666667
"9044200290_A","9044200290_blue_red_7_Y15SBR1_P006_EDCC0442T025_2015_09_07-2015_09_13","9044200290",125.0,0.33333334
"9044200305_A","9044200305_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200305",302.5,0.16666667
"9044200316_A","9044200316_blue_red_7_Y13SBR2_P001_EDCC0442T001_2013_10_02-2013_10_08","9044200316",319.0,0.5833333
"9044200348_A","9044200348_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200348",50.5,0.16666667
"9044200383_A","9044200383_blue_red_7_Y13SBR2_P002_EDCC0442T002_2013_10_02-2013_10_08","9044200383",189.5,2.9166667
"9044200446_A","9044200446_blue_red_7_Y13SBR2_P002_EDCC0442T003_2013_10_02-2013_10_08","9044200446",155.0,0.16666667
"9091700001_A","9091700001_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700001",178.0,0.16666667
"9091700002_A","9091700002_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700002",244.5,9.416667
"9091700005_A","9091700005_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700005",321.5,0.16666667
"9091700014_A","9091700014_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700014",174.5,0.16666667
"9091700022_A","9091700022_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700022",209.5,0.16666667
"9091700024_A","9091700024_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700024",336.5,0.16666667
"9091700025_A","9091700025_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700025",313.5,0.16666667
"9091700033_A","9091700033_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700033",118.0,0.16666667
"9091700034_A","9091700034_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700034",277.5,0.16666667
"9091700037_A","9091700037_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700037",263.5,0.16666667
"9091700038_A","9091700038_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700038",27.0,0.41666666
"9091700047_A","9091700047_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700047",316.0,0.5
"9091700061_A","9091700061_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700061",22.0,0.16666667
"9091700062_A","9091700062_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700062",273.5,0.16666667
"9091700063_A","9091700063_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700063",18.0,0.33333334
"9091700076_A","9091700076_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700076",209.0,0.16666667
"9091700089_B","9091700089_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700089",258.5,0.16666667
"9091700089_A","9091700089_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700089",261.0,0.16666667
"9091700092_A","9091700092_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700092",280.0,0.9166667
"9091700107_B","9091700107_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700107",103.5,0.16666667
"9091700107_A","9091700107_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700107",108.5,0.16666667
"9091700111_A","9091700111_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700111",317.0,1.9166666
"9091700123_A","9091700123_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700123",157.5,0.41666666
"9091700135_A","9091700135_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700135",1.5,0.58333105
"9091700135_B","9091700135_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700135",306.5,0.16666667
"9091700137_A","9091700137_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700137",74.5,0.16666667
"9091700139_A","9091700139_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700139",90.5,0.16666667
"9091700141_A","9091700141_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700141",153.0,9.916665
"9091700143_A","9091700143_blue_red_7_Y14SAR4_P011_A0917T010_2014_05_23-2014_06_01","9091700143",234.5,10.583331
"9091700152_A","9091700152_blue_red_7_Y13SBR2_P001_APMCC0917T001_2013_10_02-2013_10_08","9091700152",37.5,0.16666667
"9091700152_B","9091700152_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700152",38.0,0.16666667
"9091700152_C","9091700152_blue_red_8_Y16SBR1_P001_AP0917T033_2016_09_28-2016_10_04","9091700152",35.5,0.25
"9091700200_A","9091700200_blue_red_7_Y14SAR5_P001_A0917T011_2014_07_17-2014_07_21","9091700200",94.0,0.5
